,code,name,p_change,price,change,open,high,low,preprice,pe,volratio,turnover,range,volume,selling,buying,amount,totals,industry,area,floats,fvalues,abvalues,avgprice,strength,activity,avgturnover,attack,interval3,interval6
1734,601669,中国电建,-0.16,6.27,-0.01,6.29,6.34,6.27,6.28,12.5,0.78,0.07,1.11,76851.0,41164.0,35687.0,48418896.0,152.99,建筑施工,北京,111.44,698.75,959.25,6.3,0.16,2377.0,0.0,0.0,-14.69,-14.81
1735,600287,江苏舜天,-0.16,6.25,-0.01,6.25,6.31,6.22,6.26,42.7,0.9,0.28,1.44,12280.0,4942.0,7337.0,7692007.0,4.37,商贸代理,江苏,4.37,27.3,27.3,6.26,0.16,365.0,0.0008,0.48,-9.81,-14.03
1736,603555,贵人鸟,-0.16,24.79,-0.04,24.83,24.9,24.61,24.83,45.72,0.49,0.07,1.17,4202.0,2037.0,2165.0,10416782.0,6.29,服饰,福建,6.29,155.83,155.83,24.79,0.16,359.0,0.0002,0.73,21.22,36.96
1737,002156,通富微电,-0.16,12.33,-0.02,12.24,12.68,12.16,12.35,97.1,0.75,2.55,4.21,247738.0,128295.0,119442.0,307378400.0,11.54,半导体,江苏,9.72,119.9,142.25,12.41,0.15,3604.0,0.0007,1.4,26.07,-12.12
1738,600576,祥源文化,-0.16,6.11,-0.01,6.12,6.15,6.09,6.12,41.1,0.5,0.41,0.98,19436.0,8500.0,10935.0,11900593.0,6.48,影视音像,浙江,4.8,29.32,39.61,6.12,0.15,464.0,0.0009,0.33,-2.55,-24.85
1739,000791,甘肃电投,-0.16,6.09,-0.01,6.1,6.14,6.08,6.1,0.0,0.75,0.26,0.98,24887.0,12278.0,12609.0,15191238.0,9.71,水力发电,甘肃,9.71,59.14,59.14,6.1,0.15,719.0,0.0004,0.16,-12.75,-23.11
1740,600874,创业环保,-0.17,12.05,-0.02,12.05,12.21,12.01,12.07,39.27,0.57,0.84,1.66,91496.0,53182.0,38314.0,110699200.0,14.27,环境保护,天津,10.87,131.01,131.01,12.1,0.15,2412.0,0.0003,0.33,5.89,-9.74
1741,600599,熊猫金控,-0.17,18.0,-0.03,18.01,18.24,17.99,18.03,57.19,0.64,0.17,1.39,2897.0,1792.0,1105.0,5233823.0,1.66,多元金融,湖南,1.66,29.88,29.88,18.07,0.15,283.0,0.0006,0.06,-14.93,-19.82
1742,300627,华测导航,-0.17,54.01,-0.09,53.5,54.88,52.87,54.1,141.94,0.77,4.74,3.72,23876.0,12484.0,11391.0,128761712.0,1.23,通信设备,上海,0.5,27.22,66.58,53.93,0.14,2154.0,0.0022,2.16,35.36,10.79
1743,601777,力帆股份,-0.17,5.94,-0.01,5.95,5.95,5.9,5.95,31.46,0.92,0.23,0.84,28138.0,16688.0,11449.0,16661139.0,13.07,摩托车,重庆,12.37,73.46,77.63,5.92,0.15,1006.0,0.0002,0.68,-6.75,-22.76
1744,600284,浦东建设,-0.17,5.93,-0.01,5.92,5.98,5.9,5.94,19.64,0.75,0.34,1.35,32564.0,18007.0,14557.0,19336940.0,9.7,建筑施工,上海,9.7,57.54,57.54,5.94,0.15,1559.0,0.0002,0.51,-4.97,-12.79
1745,600382,广东明珠,-0.17,11.6,-0.02,11.6,11.68,11.48,11.62,16.02,1.93,1.14,1.72,38890.0,23064.0,15826.0,44992088.0,4.67,商贸代理,广东,3.42,39.64,54.15,11.57,0.14,578.0,0.002,1.05,-9.87,-13.63
1746,300054,鼎龙股份,-0.17,11.57,-0.02,11.48,11.89,11.31,11.59,57.06,1.23,4.4,5.0,292573.0,159892.0,132680.0,338503040.0,9.61,化工原料,湖北,6.65,76.94,111.19,11.57,0.14,3400.0,0.0013,2.3,14.22,-3.98
1747,600688,上海石化,-0.17,5.77,-0.01,5.78,5.8,5.76,5.78,8.81,0.86,0.12,0.69,91431.0,48434.0,42996.0,52821936.0,108.24,石油加工,上海,73.29,422.87,422.87,5.78,0.14,2272.0,0.0001,0.17,-14.39,-9.13
1748,002852,道道全,-0.17,28.75,-0.05,28.77,28.99,28.5,28.8,22.73,0.77,1.2,1.7,8837.0,4878.0,3959.0,25405166.0,1.7,食品,湖南,0.74,21.21,48.88,28.75,0.14,806.0,0.0015,0.88,-1.54,-18.76
1749,002449,国星光电,-0.18,17.1,-0.03,17.1,17.23,17.0,17.13,25.3,0.61,1.16,1.34,47248.0,23799.0,23449.0,80932984.0,4.76,半导体,广东,4.08,69.72,81.35,17.13,0.13,2311.0,0.0005,0.59,6.81,-9.19
1750,300358,楚天科技,-0.18,11.35,-0.02,11.31,11.5,11.3,11.37,56.9,0.61,0.64,1.76,9560.0,5226.0,4334.0,10871218.0,4.8,医疗保健,湖南,1.5,17.07,54.5,11.37,0.13,608.0,0.001,0.44,-6.28,-15.68
1751,002523,天桥起重,-0.18,5.66,-0.01,5.62,5.71,5.61,5.67,97.04,0.77,0.52,1.76,43222.0,23908.0,19314.0,24443250.0,10.12,工程机械,湖南,8.26,46.77,57.27,5.66,0.13,890.0,0.0006,0.89,9.69,4.81
1752,300473,德尔股份,-0.18,39.59,-0.07,39.95,39.95,39.24,39.66,22.79,0.8,1.23,1.79,5767.0,2912.0,2855.0,22822284.0,1.05,汽车配件,辽宁,0.47,18.51,41.54,39.57,0.13,881.0,0.0014,0.89,4.4,-8.69
1753,002415,海康威视,-0.18,39.23,-0.07,39.0,39.51,38.82,39.3,49.83,0.63,0.24,1.76,191691.0,89831.0,101860.0,752644224.0,92.27,电器仪表,浙江,79.07,3101.94,3619.86,39.26,0.13,4279.0,0.0001,1.06,-2.39,4.61
1754,300349,金卡智能,-0.18,22.39,-0.04,22.34,22.96,22.15,22.43,27.34,1.01,0.98,3.61,33124.0,17897.0,15226.0,74870504.0,4.29,电器仪表,浙江,3.36,75.31,96.15,22.6,0.13,2242.0,0.0004,1.08,15.06,26.35
1755,600644,乐山电力,-0.18,5.46,-0.01,5.43,5.49,5.42,5.47,44.47,0.64,0.14,1.28,7556.0,3805.0,3751.0,4124141.0,5.38,水力发电,四川,5.38,29.4,29.4,5.46,0.13,249.0,0.0006,0.74,-6.98,-20.41
1756,600699,均胜电子,-0.18,27.04,-0.05,27.0,27.18,26.52,27.09,206.32,0.72,0.74,2.44,69794.0,40557.0,29237.0,187136288.0,9.49,汽车配件,浙江,9.49,256.69,256.69,26.81,0.13,2204.0,0.0003,1.96,-8.89,-23.62
1757,600452,涪陵电力,-0.18,32.42,-0.06,31.88,32.88,31.88,32.48,20.88,0.36,0.17,3.08,2761.0,1524.0,1237.0,8949846.0,1.6,水力发电,重庆,1.6,51.87,51.87,32.41,0.13,445.0,0.0004,1.69,0.46,-13.87
1758,000795,英洛华,-0.19,5.39,-0.01,5.4,5.47,5.37,5.4,88.96,0.94,0.97,1.85,66663.0,35472.0,31191.0,36102768.0,11.34,矿物制品,山西,6.86,36.97,61.11,5.42,0.12,1325.0,0.0007,0.37,-3.23,-12.78
1759,600081,东风科技,-0.19,10.72,-0.02,10.73,10.77,10.5,10.74,17.23,1.22,0.58,2.51,18125.0,11581.0,6544.0,19350092.0,3.14,汽车配件,上海,3.14,33.61,33.61,10.68,0.13,1200.0,0.0005,2.1,-8.38,-9.46
1760,000050,深天马Ａ,-0.19,15.94,-0.03,16.18,16.25,15.8,15.97,21.05,1.15,1.36,2.82,191226.0,95829.0,95396.0,305688704.0,20.48,元器件,深圳,14.01,223.32,326.47,15.99,0.12,3497.0,0.0004,0.89,-4.15,-26.95
1761,600551,时代出版,-0.19,10.59,-0.02,10.62,10.68,10.55,10.61,11.38,0.61,0.2,1.23,10270.0,5142.0,5127.0,10906404.0,5.06,出版业,安徽,5.06,53.57,53.57,10.62,0.13,442.0,0.0005,0.38,-11.6,-13.83
1762,002440,闰土股份,-0.19,21.17,-0.04,21.21,21.42,21.05,21.21,13.25,0.84,1.44,1.74,88845.0,49057.0,39787.0,188481920.0,7.67,染料涂料,浙江,6.15,130.21,162.37,21.21,0.12,3459.0,0.0004,0.57,-1.21,20.08
1763,300301,长方集团,-0.19,5.25,-0.01,5.16,5.26,5.14,5.26,320.8,1.29,0.42,2.28,21632.0,9114.0,12518.0,11242515.0,7.9,半导体,深圳,5.11,26.82,41.48,5.2,0.12,313.0,0.0014,2.14,-4.72,-17.97
1764,600350,山东高速,-0.19,5.22,-0.01,5.22,5.24,5.2,5.23,12.44,0.75,0.08,0.76,37847.0,20395.0,17452.0,19744880.0,48.11,路桥,山东,48.11,251.14,251.14,5.22,0.13,1194.0,0.0001,0.38,-16.35,-15.53
1765,000026,飞亚达Ａ,-0.19,10.43,-0.02,10.41,10.51,10.34,10.45,19.22,0.76,0.3,1.63,10615.0,5651.0,4963.0,11079227.0,4.39,其他商业,深圳,3.57,37.21,45.76,10.44,0.12,542.0,0.0005,0.87,-2.98,-3.43
1766,600337,美克家居,-0.19,5.16,-0.01,5.18,5.19,5.14,5.17,36.98,0.52,0.14,0.97,20571.0,10777.0,9794.0,10637259.0,18.06,家居用品,新疆,14.83,76.54,93.19,5.17,0.12,468.0,0.0003,0.39,-7.69,-7.19
1767,002662,京威股份,-0.19,5.14,-0.01,5.16,5.22,5.08,5.15,0.0,0.64,0.68,2.72,98543.0,54626.0,43916.0,50812752.0,15.0,汽车配件,北京,14.57,74.91,77.1,5.16,0.12,1199.0,0.0006,1.18,-13.76,-29.78
1768,002776,柏堡龙,-0.2,20.45,-0.04,20.24,20.88,20.06,20.49,29.62,1.19,2.06,4.0,21716.0,11057.0,10659.0,44403004.0,2.4,服饰,广东,1.05,21.55,49.17,20.45,0.11,979.0,0.0021,1.94,6.96,-10.78
1769,600843,上工申贝,-0.2,10.18,-0.02,10.19,10.23,10.11,10.2,30.69,0.39,0.15,1.18,4552.0,2397.0,2155.0,4637560.0,5.49,纺织机械,上海,3.05,31.01,55.85,10.19,0.12,274.0,0.0005,0.69,6.04,-8.45
1770,002342,巨力索具,-0.2,5.08,-0.01,5.09,5.13,5.06,5.09,141.84,0.59,0.54,1.38,47626.0,25563.0,22063.0,24279410.0,9.6,机械基件,河北,8.81,44.76,48.77,5.1,0.11,1289.0,0.0004,0.4,-6.96,-22.21
1771,000637,茂化实华,-0.2,5.07,-0.01,5.07,5.1,5.03,5.08,42.91,0.41,1.05,1.38,38560.0,20980.0,17579.0,19497410.0,5.2,石油加工,广东,3.66,18.58,26.36,5.06,0.11,644.0,0.0016,0.8,-5.23,-14.36
1772,603366,日出东方,-0.2,5.05,-0.01,5.07,5.07,5.0,5.06,0.0,0.74,0.22,1.38,17872.0,12285.0,5587.0,8997855.0,8.0,家用电器,江苏,8.0,40.4,40.4,5.03,0.12,466.0,0.0005,1.0,-1.17,-22.07
1773,600981,汇鸿集团,-0.2,5.04,-0.01,5.02,5.07,5.0,5.05,23.71,0.79,0.59,1.39,14190.0,8720.0,5470.0,7150023.0,22.42,商贸代理,江苏,2.42,12.19,113.02,5.04,0.12,313.0,0.0019,0.8,-3.45,-16.83
1774,002730,电光科技,-0.2,10.08,-0.02,10.09,10.13,10.02,10.1,104.0,0.93,0.29,1.09,8437.0,3485.0,4952.0,8517041.0,3.23,电气设备,浙江,2.9,29.28,32.53,10.09,0.11,910.0,0.0003,0.6,-8.7,-18.84
1775,000636,风华高科,-0.2,15.12,-0.03,15.06,15.46,15.0,15.15,29.1,0.92,4.59,3.04,401425.0,196208.0,205216.0,610955392.0,8.95,元器件,广东,8.75,132.37,135.36,15.22,0.11,4186.0,0.0011,0.8,47.08,10.77
1776,603868,飞科电器,-0.2,50.02,-0.1,49.66,50.69,49.51,50.12,31.23,0.38,1.39,2.35,6059.0,3430.0,2628.0,30478360.0,4.36,家用电器,上海,0.44,21.81,217.89,50.3,0.12,1268.0,0.0011,1.03,-23.28,-29.81
1777,002095,生 意 宝,-0.2,44.82,-0.09,44.91,45.25,44.3,44.91,216.98,1.24,0.77,2.12,19328.0,9572.0,9756.0,86527512.0,2.53,互联网,浙江,2.52,112.77,113.27,44.77,0.11,1554.0,0.0005,1.17,14.51,29.61
1778,603838,四通股份,-0.2,9.86,-0.02,9.98,9.98,9.83,9.88,31.66,1.05,0.83,1.52,8076.0,4875.0,3201.0,7985545.0,2.67,陶瓷,广东,0.97,9.59,26.29,9.89,0.11,444.0,0.0019,0.31,-13.89,-17.63
1779,002283,天润曲轴,-0.2,4.92,-0.01,4.9,4.95,4.89,4.93,16.39,0.5,0.23,1.22,25425.0,14304.0,11121.0,12506827.0,11.27,汽车配件,山东,11.25,55.33,55.43,4.92,0.11,640.0,0.0004,0.61,-5.57,-15.61
1780,002483,润邦股份,-0.2,4.91,-0.01,4.9,4.92,4.87,4.92,28.54,0.62,0.23,1.02,13178.0,7302.0,5876.0,6453712.0,6.72,工程机械,江苏,5.75,28.22,33.02,4.9,0.11,416.0,0.0006,0.82,6.05,-13.4
1781,600463,空港股份,-0.2,9.78,-0.02,9.82,9.88,9.75,9.8,118.71,0.67,0.24,1.33,7104.0,3759.0,3345.0,6963968.0,3.0,园区开发,北京,3.0,29.34,29.34,9.8,0.11,308.0,0.0008,0.31,-10.28,-21.57
1782,002439,启明星辰,-0.2,24.35,-0.05,23.67,24.68,23.59,24.4,334.37,0.81,3.79,4.47,217797.0,114198.0,103598.0,526022560.0,8.97,软件服务,北京,5.75,140.11,218.34,24.15,0.11,4171.0,0.0009,3.22,18.2,-0.04
1783,002345,潮宏基,-0.21,9.71,-0.02,9.61,9.79,9.61,9.73,23.56,0.79,0.26,1.85,21579.0,14960.0,6619.0,20881070.0,9.05,服饰,广东,8.3,80.59,87.92,9.68,0.1,1344.0,0.0002,1.04,-9.67,-12.76
1784,600373,中文传媒,-0.21,14.4,-0.03,14.39,14.55,14.32,14.43,11.01,0.83,0.28,1.59,38104.0,18764.0,19340.0,55092584.0,13.78,出版业,江西,13.78,198.42,198.42,14.46,0.11,2011.0,0.0001,0.56,-11.76,-20.88
1785,300129,泰胜风能,-0.21,4.8,-0.01,4.8,4.85,4.78,4.81,61.85,0.45,0.33,1.46,16367.0,8809.0,7557.0,7864559.0,7.27,电气设备,上海,4.91,23.56,34.9,4.81,0.1,380.0,0.0009,0.42,-19.33,-35.14
1786,002272,川润股份,-0.21,4.8,-0.01,4.77,4.82,4.77,4.81,0.0,0.51,0.43,1.04,13557.0,5993.0,7564.0,6500526.0,4.2,机械基件,四川,3.18,15.28,20.15,4.79,0.1,290.0,0.0015,0.63,3.0,-24.17
1787,000570,苏常柴Ａ,-0.21,4.79,-0.01,4.77,4.84,4.77,4.8,59.26,0.41,0.22,1.46,9147.0,4826.0,4320.0,4393468.0,5.61,机械基件,江苏,4.11,19.7,26.89,4.8,0.1,319.0,0.0007,0.42,-0.83,-18.81
1788,000598,兴蓉环境,-0.21,4.78,-0.01,4.78,4.81,4.76,4.79,15.45,0.95,0.27,1.04,81628.0,37064.0,44563.0,39040780.0,29.86,水务,四川,29.86,142.74,142.74,4.78,0.1,1471.0,0.0002,0.42,-6.46,-12.93
1789,600823,世茂股份,-0.21,4.77,-0.01,4.78,4.79,4.75,4.78,17.96,0.7,0.23,0.84,86820.0,38811.0,48008.0,41428048.0,37.51,全国地产,上海,37.51,178.93,178.93,4.77,0.11,1698.0,0.0001,0.42,-14.97,-4.79
1790,600836,界龙实业,-0.21,4.74,-0.01,4.74,4.76,4.69,4.75,114.07,0.7,0.43,1.47,28179.0,18109.0,10070.0,13330780.0,6.63,广告包装,上海,6.53,30.95,31.41,4.73,0.11,580.0,0.0007,1.07,0.42,-13.35
1791,300393,中来股份,-0.21,33.18,-0.07,33.25,33.46,33.11,33.25,89.72,0.39,0.23,1.05,2796.0,1931.0,865.0,9284307.0,2.41,塑料,江苏,1.21,40.01,80.04,33.21,0.1,290.0,0.0008,0.21,-2.61,-10.71
1792,300652,雷迪克,-0.21,23.66,-0.05,23.51,23.85,23.5,23.71,38.61,0.59,3.0,1.48,6602.0,3469.0,3133.0,15640727.0,0.88,汽车配件,浙江,0.22,5.21,20.82,23.69,0.1,593.0,0.0051,0.68,-2.91,-20.15
1793,600070,浙江富润,-0.21,9.42,-0.02,9.41,9.52,9.34,9.44,65.19,1.01,0.35,1.91,14019.0,8689.0,5329.0,13213620.0,5.22,纺织,浙江,4.02,37.82,49.17,9.43,0.11,420.0,0.0008,0.86,3.74,-4.17
1794,600629,华建集团,-0.21,14.08,-0.03,14.03,14.18,14.03,14.11,21.39,0.89,0.12,1.06,4472.0,1563.0,2909.0,6313092.0,4.32,建筑施工,上海,3.62,50.94,60.85,14.12,0.1,400.0,0.0003,0.36,-2.15,-13.94
1795,000778,新兴铸管,-0.21,4.66,-0.01,4.66,4.69,4.64,4.67,12.31,0.66,0.32,1.07,127044.0,59019.0,68024.0,59290072.0,39.91,钢加工,河北,39.21,182.72,185.98,4.67,0.1,2439.0,0.0001,0.43,-11.41,-16.64
1796,603298,杭叉集团,-0.21,13.95,-0.03,13.89,14.08,13.89,13.98,17.98,0.76,0.57,1.36,9649.0,5243.0,4406.0,13510787.0,6.19,专用机械,浙江,1.71,23.8,86.33,14.0,0.1,718.0,0.0008,0.43,-4.12,-22.5
1797,000880,潍柴重机,-0.21,9.3,-0.02,9.23,9.35,9.23,9.32,36.68,0.7,0.47,1.29,6349.0,3712.0,2637.0,5908914.0,2.76,机械基件,山东,1.35,12.57,25.68,9.31,0.1,496.0,0.0009,0.76,9.15,-2.41
1798,000899,赣能股份,-0.22,4.62,-0.01,4.63,4.63,4.59,4.63,49.84,0.72,0.13,0.86,8434.0,4583.0,3850.0,3892499.0,9.76,火力发电,江西,6.47,29.88,45.08,4.62,0.09,208.0,0.0006,0.65,-3.75,-22.61
1799,300576,容大感光,-0.22,18.44,-0.04,18.38,18.88,18.27,18.48,63.7,0.58,4.52,3.3,18035.0,9123.0,8911.0,33563260.0,1.2,染料涂料,深圳,0.4,7.36,22.13,18.61,0.09,768.0,0.0059,0.93,25.78,-1.39
1800,300153,科泰电源,-0.22,9.22,-0.02,9.15,9.32,9.15,9.24,369.74,0.86,0.37,1.84,11744.0,6794.0,4950.0,10863572.0,3.2,电气设备,上海,3.2,29.46,29.5,9.25,0.09,551.0,0.0007,0.77,-5.73,-29.51
1801,601718,际华集团,-0.22,4.6,-0.01,4.63,4.65,4.57,4.61,32.69,0.71,0.24,1.74,104785.0,52537.0,52248.0,48286124.0,43.92,服饰,北京,43.92,202.01,202.01,4.61,0.1,1783.0,0.0001,0.66,-18.29,-33.14
1802,002828,贝肯能源,-0.22,22.91,-0.05,22.88,23.19,22.73,22.96,0.0,0.79,1.67,2.0,9662.0,5137.0,4525.0,22171970.0,1.2,石油开采,新疆,0.58,13.29,27.44,22.95,0.09,757.0,0.0022,0.79,4.52,-3.46
1803,000685,中山公用,-0.22,9.15,-0.02,9.16,9.18,9.12,9.17,17.83,0.63,0.2,0.65,25615.0,17511.0,8103.0,23441802.0,14.75,水务,广东,12.53,114.67,134.97,9.15,0.09,1728.0,0.0001,0.33,-10.38,-11.25
1804,300345,红宇新材,-0.22,4.57,-0.01,4.57,4.61,4.51,4.58,1992.81,0.66,0.76,2.18,24738.0,12843.0,11895.0,11302678.0,4.41,钢加工,湖南,3.27,14.93,20.17,4.57,0.09,599.0,0.0013,1.33,-3.79,-38.74
1805,300031,宝通科技,-0.22,13.49,-0.03,13.49,13.54,13.4,13.52,24.94,0.75,0.73,1.04,18646.0,11234.0,7411.0,25105888.0,3.97,互联网,江苏,2.57,34.63,53.52,13.46,0.09,891.0,0.0008,0.67,0.9,-21.62
1806,600369,西南证券,-0.22,4.47,-0.01,4.48,4.5,4.4,4.48,24.09,1.49,0.49,2.23,275089.0,140121.0,134968.0,122584424.0,56.45,证券,重庆,56.45,252.34,252.34,4.46,0.09,2985.0,0.0002,1.59,-4.89,-13.37
1807,601000,唐山港,-0.22,4.46,-0.01,4.47,4.49,4.44,4.47,13.62,0.66,0.21,1.12,90190.0,46560.0,43629.0,40260376.0,45.58,港口,河北,42.56,189.83,203.3,4.46,0.09,2399.0,0.0001,0.45,-7.85,-5.31
1808,300508,维宏股份,-0.22,62.46,-0.14,62.13,63.34,62.13,62.6,113.03,0.86,2.09,1.93,3094.0,1784.0,1310.0,19354236.0,0.57,软件服务,上海,0.15,9.24,35.49,62.55,0.09,654.0,0.0032,0.53,2.39,-15.59
1809,600771,广誉远,-0.23,52.99,-0.12,52.69,53.5,51.79,53.11,90.58,0.85,0.85,3.22,22795.0,12241.0,10553.0,119950936.0,3.53,中成药,青海,2.68,142.17,187.11,52.62,0.09,1567.0,0.0005,2.32,21.43,33.81
1810,002668,奥马电器,-0.23,22.05,-0.05,21.89,22.38,21.72,22.1,39.92,0.65,0.83,2.99,31638.0,16394.0,15243.0,69950704.0,6.35,家用电器,广东,3.82,84.34,140.12,22.11,0.08,2276.0,0.0004,1.52,10.25,14.31
1811,600060,海信电器,-0.23,13.1,-0.03,13.03,13.23,13.02,13.13,15.13,0.39,0.69,1.6,90480.0,44312.0,46168.0,118835848.0,13.08,家用电器,山东,13.08,171.41,171.41,13.13,0.09,2326.0,0.0003,0.61,-17.82,-12.55
1812,600582,天地科技,-0.23,4.33,-0.01,4.35,4.36,4.29,4.34,90.81,0.72,0.18,1.61,75259.0,42831.0,32427.0,32470480.0,41.39,工程机械,北京,41.39,179.2,179.2,4.31,0.09,1987.0,0.0001,0.93,-12.17,-9.41
1813,002124,天邦股份,-0.23,8.66,-0.02,8.56,8.7,8.55,8.68,52.01,0.93,0.44,1.73,23016.0,13279.0,9737.0,19838160.0,7.73,饲料,浙江,5.27,45.64,66.95,8.62,0.08,1303.0,0.0003,1.29,-13.31,-1.03
1814,600548,深高速,-0.23,8.64,-0.02,8.65,8.67,8.61,8.66,11.86,0.33,0.05,0.69,7302.0,1983.0,5318.0,6308651.0,21.81,路桥,深圳,14.33,123.83,123.83,8.64,0.09,710.0,0.0001,0.35,-3.25,-7.3
1815,000502,绿景控股,-0.23,8.64,-0.02,8.66,8.69,8.54,8.66,0.0,0.58,0.4,1.73,7403.0,4079.0,3323.0,6390453.0,1.85,医疗保健,广东,1.83,15.84,15.97,8.63,0.08,394.0,0.001,1.17,-11.29,-18.03
1816,000883,湖北能源,-0.23,4.31,-0.01,4.31,4.32,4.29,4.32,9.82,0.7,0.1,0.69,54698.0,27513.0,27185.0,23540304.0,65.07,火力发电,湖北,53.46,230.41,280.47,4.3,0.08,2083.0,0.0,0.47,-7.51,-7.91
1817,603709,中源家居,-0.23,30.12,-0.07,29.83,31.48,29.71,30.19,108.66,1.61,15.05,5.86,30101.0,12444.0,17656.0,92140944.0,0.8,家居用品,浙江,0.2,6.02,24.1,30.61,0.09,1686.0,0.0089,1.38,5.31,5.31
1818,600336,澳柯玛,-0.23,4.3,-0.01,4.27,4.33,4.25,4.31,27.54,1.21,0.36,1.86,26105.0,13015.0,13089.0,11197461.0,7.77,家用电器,山东,7.3,31.4,33.4,4.29,0.08,461.0,0.0008,1.18,5.13,-13.65
1819,601965,中国汽研,-0.23,8.55,-0.02,8.58,8.58,8.47,8.57,23.81,0.8,0.12,1.28,11477.0,6790.0,4686.0,9785090.0,9.7,汽车服务,重庆,9.61,82.18,82.95,8.53,0.08,511.0,0.0002,0.94,9.62,0.94
1820,603708,家家悦,-0.23,21.32,-0.05,21.37,21.48,21.14,21.37,20.53,0.75,1.1,1.59,17321.0,9308.0,8012.0,36874976.0,4.68,超市连锁,山东,1.57,33.47,99.78,21.29,0.08,1392.0,0.0008,0.85,5.02,19.11
1821,002535,林州重机,-0.23,4.26,-0.01,4.25,4.28,4.24,4.27,33.55,0.7,0.76,0.94,40582.0,22729.0,17853.0,17297100.0,8.02,工程机械,河南,5.36,22.85,34.15,4.26,0.08,841.0,0.0009,0.47,-0.7,-12.35
1822,000919,金陵药业,-0.24,8.46,-0.02,8.43,8.5,8.36,8.48,22.63,1.34,0.61,1.65,30656.0,14663.0,15993.0,25885796.0,5.04,化学制药,江苏,5.03,42.57,42.64,8.44,0.07,991.0,0.0006,1.2,3.42,-6.21
1823,603536,惠发股份,-0.24,12.63,-0.03,12.54,12.88,12.53,12.66,253.86,0.91,2.77,2.76,11624.0,5943.0,5680.0,14753797.0,1.68,食品,山东,0.42,5.3,21.22,12.69,0.08,503.0,0.0055,0.8,-6.17,-14.08
1824,600861,北京城乡,-0.24,8.38,-0.02,8.45,8.45,8.35,8.4,37.42,0.79,0.17,1.19,5526.0,2690.0,2836.0,4645669.0,3.17,百货,北京,3.17,26.55,26.55,8.41,0.08,223.0,0.0008,0.36,-5.31,-15.95
1825,600868,梅雁吉祥,-0.24,4.18,-0.01,4.18,4.22,4.17,4.19,1071.1,0.37,0.55,1.19,105266.0,58896.0,46370.0,44102136.0,18.98,水力发电,广东,18.98,79.34,79.34,4.19,0.08,1459.0,0.0004,0.24,-6.7,0.24
1826,600755,厦门国贸,-0.24,8.36,-0.02,8.35,8.41,8.32,8.38,7.21,0.93,0.76,1.07,137137.0,81985.0,55151.0,114744216.0,18.16,商贸代理,福建,18.16,151.84,151.84,8.37,0.08,2947.0,0.0003,0.48,-18.12,-17.06
1827,600477,杭萧钢构,-0.24,8.32,-0.02,8.36,8.38,8.28,8.34,22.21,0.65,0.38,1.2,48191.0,29217.0,18973.0,40191376.0,13.74,钢加工,浙江,12.6,104.83,114.35,8.34,0.08,1426.0,0.0003,0.48,-5.88,-24.64
1828,002295,精艺股份,-0.24,8.2,-0.02,8.22,8.26,8.15,8.22,29.68,0.65,0.48,1.34,9272.0,5092.0,4179.0,7609959.0,2.51,铜,广东,1.95,15.95,20.62,8.21,0.07,357.0,0.0013,0.61,-20.85,-33.6
1829,600061,国投资本,-0.24,12.23,-0.03,12.2,12.38,12.16,12.26,25.79,1.14,0.13,1.79,47759.0,19629.0,28130.0,58646040.0,42.27,证券,上海,36.94,451.79,516.98,12.28,0.07,2011.0,0.0001,0.58,-7.35,-15.36
1830,600210,紫江企业,-0.25,4.05,-0.01,4.06,4.08,4.04,4.06,24.22,0.51,0.32,0.99,48175.0,31274.0,16901.0,19535820.0,15.17,广告包装,上海,15.17,61.43,61.43,4.06,0.07,646.0,0.0005,0.25,-14.01,-20.74
1831,000338,潍柴动力,-0.25,8.1,-0.02,8.13,8.15,8.06,8.12,8.44,0.8,0.69,1.11,299735.0,142773.0,156962.0,243236272.0,79.97,汽车配件,山东,43.15,349.54,490.39,8.12,0.06,3977.0,0.0002,0.5,-10.0,-0.86
1832,300026,红日药业,-0.25,4.03,-0.01,4.03,4.07,4.01,4.04,18.19,1.1,0.53,1.49,127233.0,68537.0,58696.0,51404816.0,30.11,中成药,天津,23.9,96.33,121.35,4.04,0.06,2519.0,0.0002,0.5,2.81,-13.15
1833,601818,光大银行,-0.25,4.02,-0.01,4.02,4.05,4.01,4.03,5.83,0.75,0.1,0.99,404178.0,191816.0,212362.0,162854608.0,524.89,银行,北京,398.1,1600.38,1833.94,4.03,0.07,3251.0,0.0,0.25,-14.1,-3.83
1834,002434,万里扬,-0.25,8.03,-0.02,8.04,8.17,8.01,8.05,20.71,0.69,0.5,1.99,50813.0,31506.0,19307.0,41020488.0,13.5,汽车配件,浙江,10.19,81.83,108.4,8.07,0.06,2000.0,0.0002,0.25,-5.19,-30.17
1835,002625,光启技术,-0.25,24.07,-0.06,24.13,24.59,23.95,24.13,631.24,0.62,0.53,2.65,13249.0,7807.0,5441.0,32147436.0,12.67,汽车配件,浙江,2.51,60.46,305.06,24.26,0.06,1026.0,0.0005,0.5,0.33,-29.0
1836,600089,特变电工,-0.25,8.02,-0.02,8.06,8.09,7.99,8.04,14.86,0.76,0.3,1.24,111228.0,60776.0,50451.0,89402984.0,37.15,电气设备,新疆,37.14,297.89,297.9,8.04,0.07,2166.0,0.0001,0.38,-16.55,-19.88
