,code,name,p_change,price,change,open,high,low,preprice,pe,volratio,turnover,range,volume,selling,buying,amount,totals,industry,area,floats,fvalues,abvalues,avgprice,strength,activity,avgturnover,attack,interval3,interval6
387,600605,汇通能源,1.86,12.06,0.22,11.8,12.1,11.77,11.84,42.56,1.66,0.95,2.79,13930.0,4581.0,9348.0,16649981.0,1.47,商贸代理,上海,1.47,17.77,17.77,11.95,2.18,453.0,0.0021,2.46,-5.04,-14.95
388,002294,信立泰,1.85,41.25,0.75,40.31,41.41,40.28,40.5,25.97,1.04,0.56,2.79,58272.0,25314.0,32957.0,238887008.0,10.46,化学制药,深圳,10.46,431.48,431.48,41.0,2.16,3538.0,0.0002,2.41,11.79,14.84
389,300003,乐普医疗,1.85,37.48,0.68,36.92,38.78,36.92,36.8,55.06,0.87,0.98,5.05,138930.0,65915.0,73015.0,525650304.0,17.82,医疗保健,北京,14.12,529.07,667.76,37.84,2.16,4051.0,0.0002,1.52,44.04,69.44
390,000011,深物业A,1.84,14.37,0.26,14.07,14.45,14.01,14.11,40.05,1.74,2.13,3.12,37509.0,17452.0,20057.0,53768672.0,5.96,区域地产,深圳,1.76,25.27,85.64,14.33,2.15,1447.0,0.0015,2.57,-10.75,-16.01
391,603369,今世缘,1.84,18.3,0.33,18.0,18.56,17.8,17.97,11.27,1.63,1.73,4.23,217102.0,109285.0,107817.0,398641376.0,12.55,白酒,江苏,12.55,229.57,229.57,18.36,2.15,4293.0,0.0004,2.81,16.56,28.6
392,000546,金圆股份,1.82,14.53,0.26,14.43,14.66,14.24,14.27,449.13,1.48,0.51,2.94,29076.0,13299.0,15777.0,42247380.0,7.15,水泥,吉林,5.73,83.24,103.84,14.53,2.13,1163.0,0.0004,2.04,2.98,-7.98
393,000952,广济药业,1.82,13.44,0.24,13.05,13.85,12.9,13.2,9.96,1.15,6.23,7.2,156842.0,73417.0,83424.0,210817200.0,2.52,化学制药,湖北,2.52,33.83,33.83,13.44,2.13,4086.0,0.0015,4.19,10.8,-3.1
394,000822,山东海化,1.82,7.85,0.14,7.67,7.88,7.65,7.71,12.37,1.01,1.53,2.98,137117.0,71479.0,65638.0,106981968.0,8.95,化工原料,山东,8.95,70.26,70.26,7.8,2.13,2529.0,0.0006,2.61,-8.29,-22.58
395,002466,天齐锂业,1.81,53.94,0.96,52.85,54.58,52.68,52.98,23.33,1.43,1.41,3.59,159645.0,66428.0,93217.0,861807936.0,11.42,小金属,四川,11.36,612.51,616.02,53.98,2.12,4238.0,0.0003,2.39,3.41,-0.59
396,600250,南纺股份,1.81,7.87,0.14,7.73,7.94,7.58,7.73,0.0,1.17,0.49,4.66,12670.0,5725.0,6945.0,9844882.0,2.59,商贸代理,江苏,2.59,20.36,20.36,7.77,2.13,458.0,0.0011,3.83,-3.32,-41.0
397,002531,天顺风能,1.81,6.2,0.11,6.11,6.3,6.03,6.09,33.66,1.67,0.77,4.43,135393.0,65098.0,70294.0,83674472.0,17.79,电气设备,江苏,17.69,109.68,110.3,6.18,2.12,2025.0,0.0004,2.82,-8.15,-13.53
398,300335,迪森股份,1.81,13.53,0.24,13.3,13.56,13.14,13.29,19.12,0.94,2.24,3.16,58882.0,27181.0,31701.0,78544904.0,3.63,供气供热,广东,2.63,35.64,49.06,13.34,2.12,1828.0,0.0012,2.97,-11.74,-31.11
399,600426,华鲁恒升,1.8,18.14,0.32,17.7,18.37,17.61,17.82,10.01,0.94,0.93,4.26,150859.0,56355.0,94503.0,273275616.0,16.2,农药化肥,山东,16.15,292.88,293.93,18.11,2.11,3932.0,0.0002,3.01,-0.38,40.29
400,000544,中原环保,1.78,13.13,0.23,12.88,13.19,12.88,12.9,40.65,1.39,0.35,2.4,12346.0,5105.0,7240.0,16160735.0,6.5,环境保护,河南,3.48,45.66,85.32,13.09,2.09,585.0,0.0006,1.94,8.24,-18.6
401,002478,常宝股份,1.78,5.14,0.09,5.05,5.16,5.02,5.05,26.91,1.09,0.36,2.77,21710.0,7652.0,14058.0,11119712.0,9.87,钢加工,江苏,6.09,31.33,50.75,5.12,2.09,459.0,0.0008,2.39,9.36,-9.03
402,002080,中材科技,1.78,17.16,0.3,16.86,17.27,16.82,16.86,23.35,0.92,1.04,2.67,41625.0,20415.0,21210.0,71181664.0,8.07,化纤,江苏,4.0,68.64,138.45,17.1,2.09,2369.0,0.0004,2.02,-17.89,-27.44
403,600436,片仔癀,1.78,95.64,1.67,94.45,96.48,93.68,93.97,44.23,0.64,0.67,2.98,40452.0,20690.0,19761.0,385651552.0,6.03,中成药,福建,6.03,577.01,577.01,95.34,2.09,3641.0,0.0002,2.09,31.7,54.48
404,000418,小天鹅Ａ,1.77,69.4,1.21,67.64,70.7,67.5,68.19,21.47,0.52,0.32,4.69,14078.0,6525.0,7553.0,97319344.0,6.32,家用电器,江苏,4.39,304.92,438.95,69.13,2.08,3041.0,0.0001,2.81,-1.59,23.82
405,300255,常山药业,1.77,6.9,0.12,6.76,6.91,6.68,6.78,35.54,1.45,2.27,3.39,138141.0,56883.0,81257.0,94385168.0,9.35,生物制药,河北,6.1,42.07,64.51,6.83,2.08,2058.0,0.0011,3.29,13.49,-5.87
406,300696,爱乐达,1.77,65.04,1.13,63.92,65.29,63.37,63.91,123.39,1.06,8.58,3.0,14795.0,7254.0,7541.0,95440712.0,0.69,航空,四川,0.17,11.22,44.85,64.51,2.08,1782.0,0.0048,2.64,20.0,-12.14
407,300121,阳谷华泰,1.77,14.4,0.25,14.03,14.55,13.99,14.15,13.3,1.08,1.84,3.96,67680.0,27342.0,40338.0,96753392.0,3.75,化工原料,山东,3.69,53.07,54.02,14.3,2.08,2012.0,0.0009,2.93,20.2,16.69
408,300429,强力新材,1.76,30.0,0.52,28.9,30.24,28.71,29.48,52.46,1.18,1.77,5.19,24726.0,9812.0,14914.0,73792664.0,2.57,化工原料,江苏,1.4,41.87,77.16,29.84,2.07,1610.0,0.0011,4.49,24.74,28.59
409,601858,中国科传,1.76,9.81,0.17,9.63,9.97,9.52,9.64,0.0,0.94,8.57,4.67,111796.0,55365.0,56430.0,109749560.0,7.91,出版业,北京,1.31,12.8,77.55,9.82,2.08,2421.0,0.0035,3.05,1.03,-7.97
410,300449,汉邦高科,1.76,19.65,0.34,19.03,19.66,19.03,19.31,0.0,1.25,2.02,3.26,20356.0,10552.0,9804.0,39555832.0,1.55,电脑设备,北京,1.01,19.84,30.56,19.43,2.07,742.0,0.0027,3.26,9.05,-14.94
411,600761,安徽合力,1.76,9.84,0.17,9.66,9.86,9.63,9.67,13.39,1.58,0.64,2.38,47059.0,11545.0,35514.0,46016676.0,7.4,工程机械,安徽,7.4,72.83,72.83,9.78,2.08,2147.0,0.0003,2.18,-4.09,-4.09
412,002135,东南网架,1.76,6.37,0.11,6.31,6.5,6.31,6.26,30.71,2.48,0.78,3.04,52295.0,24795.0,27500.0,33493842.0,10.34,建筑施工,浙江,6.71,42.72,65.89,6.4,2.07,1172.0,0.0007,0.95,1.27,-13.8
413,600671,天目药业,1.75,18.57,0.32,18.2,18.59,18.1,18.25,27.88,0.75,1.02,2.68,12455.0,5271.0,7183.0,22892298.0,1.22,中成药,浙江,1.22,22.6,22.61,18.38,2.07,806.0,0.0013,2.6,-14.89,-22.33
414,002111,威海广泰,1.75,12.19,0.21,12.04,12.39,11.93,11.98,22.84,1.83,1.68,3.84,47818.0,21611.0,26207.0,58491540.0,3.82,航空,山东,2.85,34.71,46.54,12.23,2.06,2018.0,0.0008,2.18,-0.08,-22.85
415,600307,酒钢宏兴,1.75,2.33,0.04,2.31,2.38,2.3,2.29,29.73,2.26,0.74,3.49,465432.0,203984.0,261447.0,109099216.0,62.63,普钢,甘肃,62.63,145.94,145.94,2.34,2.06,2610.0,0.0003,1.3,-15.58,-23.86
416,300402,宝色股份,1.74,9.92,0.17,9.67,9.95,9.67,9.75,0.0,0.8,1.53,2.87,13175.0,7205.0,5970.0,12949431.0,2.02,专用机械,江苏,0.86,8.56,20.04,9.83,2.05,632.0,0.0024,2.59,-6.24,-23.28
417,300034,钢研高纳,1.74,11.67,0.2,11.38,11.86,11.3,11.47,60.45,1.21,2.21,4.88,92878.0,38711.0,54166.0,107606632.0,4.22,小金属,北京,4.21,49.14,49.27,11.59,2.05,1733.0,0.0013,3.27,17.64,-27.29
418,002145,中核钛白,1.74,4.67,0.08,4.6,4.72,4.58,4.59,24.58,1.3,0.91,3.05,99540.0,36344.0,63196.0,46527688.0,15.91,化工原料,甘肃,10.88,50.81,74.31,4.67,2.05,1525.0,0.0006,1.97,-11.89,-21.38
419,300453,三鑫医疗,1.74,13.43,0.23,13.25,13.6,13.13,13.2,80.02,1.07,2.14,3.56,15219.0,7948.0,7271.0,20408610.0,1.59,医疗保健,江西,0.71,9.56,21.32,13.41,2.05,860.0,0.0025,2.28,6.59,-22.33
420,002035,华帝股份,1.74,28.62,0.49,28.0,29.32,28.0,28.13,36.07,1.07,0.99,4.69,51587.0,26759.0,24828.0,149129984.0,5.82,家用电器,广东,5.21,149.09,166.5,28.91,2.05,2534.0,0.0004,2.21,-14.52,2.21
421,000032,深桑达Ａ,1.74,9.35,0.16,9.18,9.4,9.13,9.19,38.71,1.52,1.69,2.94,47152.0,23950.0,23202.0,43884296.0,4.22,元器件,深圳,2.79,26.13,39.48,9.31,2.05,1347.0,0.0013,2.41,16.44,-21.76
422,002597,金禾实业,1.73,23.5,0.4,23.02,23.78,23.0,23.1,11.37,1.23,1.2,3.38,66971.0,34389.0,32581.0,157150448.0,5.64,化工原料,安徽,5.6,131.48,132.6,23.47,2.04,2064.0,0.0006,2.17,-15.44,-3.13
423,002806,华锋股份,1.73,37.02,0.63,40.03,40.03,34.81,36.39,336.64,1.55,29.95,14.34,168222.0,104292.0,63930.0,652654464.0,1.37,元器件,广东,0.56,20.79,50.76,38.8,2.04,1660.0,0.018,6.35,120.75,95.05
424,603767,中马传动,1.73,14.11,0.24,13.88,14.13,13.71,13.87,42.59,1.3,3.52,3.03,18789.0,8570.0,10219.0,26252234.0,2.13,汽车配件,浙江,0.53,7.52,30.1,13.97,2.05,943.0,0.0037,2.92,7.38,-14.69
425,002286,保龄宝,1.73,9.41,0.16,9.17,9.49,9.17,9.25,60.86,0.81,0.46,3.46,15036.0,8047.0,6989.0,14062451.0,3.69,食品,山东,3.29,30.92,34.75,9.35,2.04,786.0,0.0006,2.62,-5.99,-6.83
426,603111,康尼机电,1.72,11.8,0.2,11.62,11.94,11.56,11.6,29.5,0.81,0.66,3.28,48701.0,21366.0,27334.0,57395368.0,9.93,运输设备,江苏,7.38,87.13,117.21,11.79,2.04,2053.0,0.0003,2.08,-2.48,-25.55
427,300275,梅安森,1.72,12.4,0.21,12.1,12.68,12.1,12.19,122.36,1.62,2.91,4.76,34500.0,17309.0,17190.0,43029904.0,1.64,软件服务,重庆,1.19,14.72,20.37,12.47,2.03,1194.0,0.0024,2.48,-5.49,-10.14
428,600099,林海股份,1.72,8.3,0.14,8.18,8.46,8.12,8.16,13695.0,0.87,0.68,4.17,14977.0,6898.0,8079.0,12421287.0,2.19,摩托车,江苏,2.19,18.19,18.19,8.29,2.03,661.0,0.001,2.22,-7.26,-16.58
429,603933,睿能科技,1.71,39.88,0.67,39.57,40.39,39.34,39.21,26.26,1.45,6.24,2.68,16016.0,8524.0,7492.0,63794124.0,1.03,纺织机械,福建,0.26,10.24,40.94,39.83,2.03,1457.0,0.0043,1.37,5.06,-25.91
430,600311,荣华实业,1.71,4.17,0.07,4.1,4.22,4.1,4.1,3436.79,0.87,1.56,2.93,103865.0,45149.0,58716.0,43240640.0,6.66,黄金,甘肃,6.66,27.76,27.76,4.16,2.02,1468.0,0.0011,1.71,-6.71,-25.93
431,300612,宣亚国际,1.71,45.33,0.76,44.9,47.45,44.28,44.57,376.09,1.24,12.63,7.11,39216.0,19332.0,19883.0,180702704.0,1.08,广告包装,北京,0.31,14.07,48.96,46.08,2.02,2393.0,0.0053,2.37,0.96,-31.66
432,600108,亚盛集团,1.7,3.58,0.06,3.52,3.58,3.51,3.52,67.73,1.48,0.64,1.99,124873.0,47169.0,77703.0,44292292.0,19.47,农业综合,甘肃,19.47,69.7,69.7,3.55,2.02,1296.0,0.0005,1.99,-8.67,-11.6
433,600511,国药股份,1.7,28.7,0.48,28.22,28.9,28.1,28.22,21.59,0.79,1.04,2.83,28995.0,14295.0,14700.0,82932160.0,7.67,医药商业,北京,2.78,79.68,220.11,28.6,2.02,2846.0,0.0004,2.14,1.7,7.53
434,002088,鲁阳节能,1.7,15.56,0.26,15.15,15.84,15.11,15.3,25.66,1.88,4.22,4.77,87836.0,38216.0,49619.0,136957056.0,3.51,矿物制品,山东,2.08,32.39,54.61,15.59,2.01,2578.0,0.0016,2.98,24.18,22.33
435,002395,双象股份,1.7,14.38,0.24,14.14,15.11,13.92,14.14,285.68,1.38,1.22,8.42,21859.0,11130.0,10729.0,31704644.0,1.79,塑料,江苏,1.79,25.71,25.71,14.5,2.01,969.0,0.0013,3.3,31.68,8.53
436,002462,嘉事堂,1.7,23.99,0.4,23.59,24.34,23.58,23.59,17.12,1.24,2.37,3.22,59146.0,28059.0,31087.0,142181552.0,2.51,医药商业,北京,2.49,59.81,60.1,24.04,2.01,1983.0,0.0012,1.74,0.67,-19.79
437,600719,大连热电,1.69,5.4,0.09,5.33,5.42,5.3,5.31,10.37,0.71,0.23,2.26,9480.0,3929.0,5551.0,5095839.0,4.05,供气供热,辽宁,4.05,21.85,21.85,5.38,2.01,351.0,0.0007,1.89,-2.88,-16.92
438,300174,元力股份,1.69,28.22,0.47,27.81,28.53,27.7,27.75,33.32,1.56,0.56,2.99,12381.0,4223.0,8158.0,34907220.0,2.45,化工原料,福建,2.2,62.13,69.08,28.19,2.0,1353.0,0.0004,1.88,-2.39,2.81
439,600612,老凤祥,1.69,37.3,0.62,36.75,37.38,36.69,36.68,14.61,0.64,0.33,1.88,10563.0,4442.0,6121.0,39218916.0,5.23,服饰,上海,3.17,118.28,195.12,37.13,2.01,1305.0,0.0003,1.66,-15.11,-7.05
440,000037,深南电A,1.69,7.23,0.12,7.02,7.39,7.02,7.11,0.0,1.63,1.34,5.2,45407.0,19122.0,26285.0,33074300.0,6.03,火力发电,深圳,3.39,24.5,43.58,7.28,2.0,889.0,0.0015,2.99,26.84,-12.68
441,300517,海波重科,1.68,21.15,0.35,20.78,21.36,20.71,20.8,136.21,0.93,1.25,3.12,5127.0,2229.0,2898.0,10778189.0,1.02,建筑施工,湖北,0.41,8.67,21.66,21.02,1.99,351.0,0.0036,2.12,28.34,-1.9
442,600372,中航电子,1.68,14.53,0.24,14.29,14.82,14.2,14.29,0.0,0.67,0.46,4.34,81794.0,30688.0,51106.0,119388424.0,17.59,航空,北京,17.59,255.61,255.61,14.6,2.0,2409.0,0.0002,2.32,16.99,1.89
443,603658,安图生物,1.68,66.1,1.09,65.89,67.54,64.52,65.01,72.29,0.66,1.32,4.65,17973.0,7978.0,9995.0,118727112.0,4.2,医疗保健,河南,1.37,90.25,277.62,66.06,1.99,2353.0,0.0006,2.45,40.43,26.31
444,600523,贵航股份,1.67,14.63,0.24,14.45,14.72,14.39,14.39,92.26,0.69,0.73,2.29,20978.0,9625.0,11353.0,30650264.0,2.89,汽车配件,贵州,2.89,42.22,42.25,14.61,1.98,1047.0,0.0007,1.67,-0.41,-12.4
445,002311,海大集团,1.66,24.45,0.4,24.05,24.65,23.9,24.05,96.02,0.69,0.23,3.12,35849.0,16656.0,19193.0,87280640.0,15.8,饲料,广东,15.29,373.74,386.2,24.35,1.97,2547.0,0.0001,2.3,10.93,18.69
446,002085,万丰奥威,1.65,9.24,0.15,9.09,9.36,9.04,9.09,22.4,0.48,1.26,3.52,267257.0,128212.0,139045.0,246295328.0,21.87,汽车配件,浙江,21.14,195.31,202.07,9.22,1.96,3281.0,0.0004,2.21,-32.99,-46.77
447,603787,新日股份,1.64,16.12,0.26,15.8,16.32,15.72,15.86,51.3,1.89,3.0,3.78,21301.0,8631.0,12670.0,34356160.0,2.04,摩托车,江苏,0.71,11.43,32.88,16.13,1.96,1088.0,0.0028,2.54,17.66,15.47
448,002643,万润股份,1.64,8.68,0.14,8.48,8.8,8.44,8.54,30.77,0.82,0.73,4.22,64122.0,29954.0,34167.0,55636224.0,9.09,化工原料,山东,8.76,76.06,78.91,8.68,1.95,1767.0,0.0004,2.84,-10.42,-25.11
449,002304,洋河股份,1.64,124.01,2.0,121.5,125.5,121.0,122.01,13.44,1.46,0.47,3.69,58240.0,32394.0,25845.0,724023232.0,15.07,白酒,江苏,12.42,1540.44,1868.82,124.32,1.95,4403.0,0.0001,2.49,-3.83,18.03
450,002810,山东赫达,1.64,22.36,0.36,22.09,22.37,21.71,22.0,50.18,0.73,0.82,3.0,4176.0,1174.0,3002.0,9259477.0,0.96,化工原料,山东,0.51,11.44,21.37,22.17,1.95,285.0,0.0029,2.99,-0.62,-1.89
451,603320,迪贝电气,1.63,21.88,0.35,21.3,22.35,21.3,21.53,54.37,0.51,7.31,4.88,23760.0,11630.0,12130.0,51656700.0,1.0,机械基件,浙江,0.33,7.11,21.88,21.74,1.94,1568.0,0.0047,2.72,-0.27,-25.48
452,002043,兔 宝 宝,1.62,10.02,0.16,9.8,10.08,9.8,9.86,39.24,0.75,0.76,2.84,54524.0,21790.0,32733.0,54278276.0,8.62,其他建材,浙江,7.16,71.78,86.42,9.96,1.93,1675.0,0.0005,2.24,-6.36,-8.49
453,000830,鲁西化工,1.62,18.18,0.29,17.84,18.5,17.64,17.89,8.15,1.47,6.41,4.81,938111.0,400392.0,537718.0,1699648256.0,14.65,农药化肥,山东,14.64,266.15,266.31,18.12,1.93,4669.0,0.0014,3.06,-23.9,13.98
454,002703,浙江世宝,1.62,6.28,0.1,6.19,6.35,6.13,6.18,0.0,1.1,0.89,3.56,39939.0,19038.0,20901.0,25008486.0,7.9,汽车配件,浙江,4.5,28.24,35.98,6.26,1.93,1181.0,0.0008,2.45,-3.98,-32.03
455,600234,ST山水,1.62,10.69,0.17,11.05,11.05,10.51,10.52,404.69,2.94,0.38,5.13,7768.0,4030.0,3738.0,8410572.0,2.02,文教休闲,山西,2.02,21.64,21.64,10.83,1.93,395.0,0.001,1.71,-16.61,-34.34
456,603757,大元泵业,1.61,56.01,0.89,55.07,56.77,55.0,55.12,31.66,0.59,3.5,3.21,7357.0,3666.0,3691.0,41138892.0,0.84,专用机械,浙江,0.21,11.76,46.94,55.92,1.93,899.0,0.0039,1.84,1.27,-12.2
457,603970,中农立华,1.61,25.85,0.41,25.51,26.61,25.25,25.44,36.86,1.49,14.92,5.35,49719.0,23400.0,26319.0,128332208.0,1.33,其他商业,北京,0.33,8.62,34.47,25.81,1.93,2273.0,0.0066,2.38,1.25,-20.58
458,600191,华资实业,1.61,6.32,0.1,6.16,6.34,6.15,6.22,0.0,1.01,0.95,3.05,46279.0,19981.0,26297.0,29103474.0,4.85,食品,内蒙,4.85,30.65,30.65,6.29,1.92,1409.0,0.0007,2.76,-8.14,-22.93
459,600993,马应龙,1.61,18.98,0.3,18.6,19.02,18.46,18.68,29.94,1.35,1.53,3.0,65777.0,28750.0,37027.0,124054800.0,4.31,中成药,湖北,4.3,81.66,81.81,18.86,1.92,2378.0,0.0006,2.82,3.89,-12.13
460,002425,凯撒文化,1.6,6.97,0.11,6.91,7.03,6.79,6.86,24.32,1.27,0.92,3.5,69684.0,36106.0,33578.0,48353128.0,8.14,互联网,广东,7.61,53.06,56.72,6.94,1.91,1312.0,0.0007,2.65,-11.32,-15.52
461,002207,*ST准油,1.6,7.62,0.12,7.5,7.66,7.5,7.5,0.0,0.68,0.65,2.13,15524.0,7396.0,8128.0,11792983.0,2.39,石油开采,新疆,2.37,18.08,18.23,7.6,1.91,457.0,0.0014,1.6,-9.07,-3.05
462,002086,东方海洋,1.6,8.27,0.13,8.08,8.33,8.07,8.14,476.19,0.7,2.17,3.19,103259.0,41802.0,61457.0,84769400.0,6.88,渔业,山东,4.76,39.33,56.87,8.21,1.91,1717.0,0.0013,2.48,-19.71,-32.1
463,600392,盛和资源,1.6,15.91,0.25,15.89,16.36,15.84,15.66,69.88,1.67,2.7,3.32,289620.0,147611.0,142008.0,465901952.0,13.5,小金属,山西,10.74,170.8,214.81,16.09,1.91,3623.0,0.0007,0.44,0.13,-6.02
464,002264,新 华 都,1.59,8.92,0.14,8.71,9.12,8.69,8.78,53.24,0.91,2.73,4.9,157317.0,78955.0,78362.0,140989728.0,6.85,超市连锁,福建,5.77,51.48,61.06,8.96,1.9,2839.0,0.001,2.65,10.95,-11.94
465,600781,辅仁药业,1.59,20.46,0.32,20.04,20.48,19.91,20.14,17.49,0.65,1.0,2.83,17820.0,8405.0,9415.0,35988516.0,6.27,中成药,河南,1.78,36.34,128.32,20.2,1.91,886.0,0.0011,2.76,2.2,-12.3
466,300131,英唐智控,1.59,6.4,0.1,6.22,6.4,6.16,6.3,46.34,0.91,1.43,3.81,89539.0,41342.0,48197.0,56236516.0,10.7,元器件,深圳,6.28,40.18,68.45,6.28,1.9,1270.0,0.0011,3.9,-5.74,-9.22
467,600397,*ST安煤,1.58,2.57,0.04,2.54,2.6,2.53,2.53,46.1,0.77,0.32,2.77,31212.0,12415.0,18797.0,8002586.0,9.9,煤炭开采,江西,9.9,25.44,25.44,2.56,1.9,1166.0,0.0003,1.58,-10.76,-33.25
468,002131,利欧股份,1.58,2.57,0.04,2.52,2.59,2.51,2.53,32.64,1.6,1.11,3.16,377789.0,142361.0,235427.0,96505584.0,55.88,互联网,浙江,34.03,87.47,143.61,2.55,1.89,2174.0,0.0005,2.39,0.39,-14.05
469,600702,舍得酒业,1.58,37.27,0.58,36.66,37.82,36.66,36.69,37.98,1.15,1.52,3.16,51230.0,27335.0,23895.0,191251616.0,3.37,白酒,四川,3.37,125.71,125.71,37.33,1.9,2973.0,0.0005,1.66,-8.88,-11.62
470,300315,掌趣科技,1.58,5.79,0.09,5.71,5.83,5.68,5.7,30.34,1.24,0.92,2.63,244355.0,107823.0,136531.0,141241680.0,27.58,互联网,北京,26.43,153.0,159.69,5.78,1.89,2613.0,0.0004,1.94,-5.55,-6.31
471,300536,农尚环境,1.58,12.88,0.2,12.61,13.5,12.59,12.68,118.07,1.34,3.63,7.18,22204.0,10769.0,11435.0,28894846.0,1.68,建筑施工,湖北,0.61,7.87,21.59,13.01,1.89,938.0,0.0039,2.3,-4.02,-20.05
472,600114,东睦股份,1.57,10.97,0.17,10.89,11.0,10.56,10.8,23.19,1.06,0.71,4.07,44013.0,22371.0,21641.0,47670776.0,6.46,机械基件,浙江,6.23,68.4,70.84,10.83,1.89,1868.0,0.0004,3.88,17.96,-0.72
473,300283,温州宏丰,1.57,5.18,0.08,5.07,5.28,5.05,5.1,43.19,2.03,2.37,4.51,49157.0,19629.0,29527.0,25544178.0,4.14,电气设备,浙江,2.07,10.74,21.46,5.2,1.88,1286.0,0.0018,2.57,11.16,-12.94
474,300722,新余国科,1.55,42.51,0.65,41.5,42.8,41.11,41.86,157.62,1.22,20.17,4.04,40341.0,18604.0,21736.0,169916240.0,0.8,专用机械,江西,0.2,8.5,34.01,42.12,1.86,2571.0,0.0078,3.41,33.6,5.51
475,600488,天药股份,1.55,4.58,0.07,4.5,4.65,4.46,4.51,46.57,2.81,0.69,4.21,66683.0,26469.0,40213.0,30628406.0,10.92,化学制药,天津,9.61,44.01,50.01,4.59,1.87,1618.0,0.0004,2.69,0.88,-6.72
476,002676,顺威股份,1.55,4.58,0.07,4.52,4.69,4.49,4.51,0.0,1.02,2.22,4.43,159831.0,82058.0,77773.0,73478768.0,7.2,塑料,广东,7.2,32.97,32.98,4.6,1.86,2138.0,0.001,2.0,-20.62,-71.34
477,603718,海利生物,1.55,13.11,0.2,12.82,13.15,12.63,12.91,102.39,1.39,3.27,4.03,99681.0,55599.0,44081.0,128684896.0,6.44,生物制药,上海,3.05,39.98,84.43,12.91,1.87,2537.0,0.0013,3.8,41.27,14.5
478,603266,天龙股份,1.55,23.62,0.36,23.03,24.5,22.88,23.26,39.19,0.82,11.38,6.96,28462.0,13153.0,15308.0,66696752.0,1.0,塑料,浙江,0.25,5.91,23.62,23.43,1.86,1462.0,0.0078,3.23,1.5,-20.15
479,300197,铁汉生态,1.55,9.85,0.15,9.75,9.91,9.71,9.7,0.0,0.94,0.81,2.06,79811.0,37993.0,41818.0,78630528.0,15.2,环境保护,深圳,9.82,96.71,149.69,9.85,1.86,2371.0,0.0003,1.44,-2.57,-21.01
480,002417,深南股份,1.55,10.51,0.16,10.25,10.68,10.25,10.35,0.0,1.07,1.13,4.15,25275.0,12162.0,13113.0,26636250.0,2.7,通信设备,福建,2.24,23.57,28.38,10.54,1.86,848.0,0.0013,2.54,5.1,-27.67
481,300313,天山生物,1.55,9.2,0.14,9.07,9.29,8.93,9.06,0.0,1.26,0.74,3.97,13555.0,6398.0,7157.0,12346559.0,1.97,农业综合,新疆,1.82,16.78,18.16,9.11,1.86,477.0,0.0016,3.02,-15.9,-33.33
482,600741,华域汽车,1.54,24.36,0.37,24.0,24.8,23.98,23.99,6.59,1.21,0.54,3.42,155921.0,70025.0,85895.0,382788320.0,31.53,汽车配件,上海,28.67,698.28,768.0,24.55,1.86,4058.0,0.0001,1.58,-8.97,-4.92
483,300480,光力科技,1.53,13.31,0.2,13.17,13.46,13.08,13.11,160.58,0.75,1.54,2.9,10033.0,4909.0,5123.0,13318347.0,1.92,电器仪表,河南,0.65,8.66,25.59,13.27,1.84,634.0,0.0024,1.76,-13.57,-20.3
484,002591,恒大高新,1.52,9.34,0.14,9.1,9.41,9.1,9.2,100.57,1.95,0.64,3.37,11252.0,4215.0,7036.0,10478006.0,3.07,化工原料,江西,1.76,16.4,28.64,9.31,1.83,573.0,0.0011,2.64,-4.69,-14.31
485,600343,航天动力,1.52,11.35,0.17,11.19,11.39,11.07,11.18,526.27,0.9,0.78,2.86,49839.0,18963.0,30876.0,56352692.0,6.38,航空,陕西,6.38,72.44,72.44,11.31,1.84,2074.0,0.0004,2.53,1.61,-17.75
486,002189,利达光电,1.52,16.04,0.24,15.97,16.57,15.85,15.8,118.2,1.38,1.97,4.56,39213.0,15899.0,23314.0,63632780.0,1.99,元器件,河南,1.99,31.87,31.96,16.23,1.83,1841.0,0.0011,1.2,-11.28,-11.28
487,300128,锦富技术,1.52,8.69,0.13,8.64,8.81,8.53,8.56,455.03,1.46,1.07,3.27,87887.0,40449.0,47438.0,76513104.0,8.42,元器件,江苏,8.2,71.24,73.14,8.71,1.83,1620.0,0.0007,1.88,-4.19,-28.89
488,300221,银禧科技,1.52,13.39,0.2,13.02,13.5,13.0,13.19,33.75,1.06,1.25,3.79,52674.0,25788.0,26885.0,70174784.0,5.06,塑料,广东,4.2,56.29,67.71,13.32,1.83,1571.0,0.0008,3.0,-14.44,-15.94
489,000045,深纺织Ａ,1.52,8.04,0.12,7.9,8.14,7.86,7.92,182.97,1.36,0.69,3.54,31687.0,16178.0,15508.0,25581342.0,5.11,纺织,深圳,4.57,36.74,41.11,8.07,1.83,951.0,0.0007,2.29,-0.12,-24.01
490,002740,爱迪尔,1.51,8.06,0.12,7.94,8.2,7.89,7.94,70.22,1.55,0.69,3.9,19686.0,10964.0,8722.0,15860068.0,3.31,服饰,深圳,2.84,22.85,26.65,8.06,1.82,604.0,0.0011,2.15,5.36,-18.09
491,601137,博威合金,1.51,10.08,0.15,9.93,10.16,9.88,9.93,23.6,1.26,0.37,2.82,20622.0,6671.0,13951.0,20670172.0,6.27,铜,浙江,5.64,56.84,63.22,10.02,1.83,1290.0,0.0003,2.02,-6.32,-15.29
