,0
2136,281.47
2137,0.0
2138,14.41
2139,18.63
2140,34.22
2141,13.61
2142,37.17
2143,32.55
2144,216.19
2145,0.0
2146,12.73
2147,91.03
2148,35.32
2149,116.54
2150,0.0
2151,26.93
2152,54.72
2153,23.69
2154,5.93
2155,0.0
2156,55.76
2157,28.63
2158,59.08
2159,316.79
2160,17.89
2161,12.09
2162,21.8
2163,65.13
2164,84.42
2165,26.73
2166,25.46
2167,120.67
2168,14.33
2169,20.18
2170,24.65
2171,72.15
2172,22.1
2173,147.8
2174,32.77
2175,19.81
2176,42.02
2177,17.15
2178,38.82
2179,26.08
2180,12.37
2181,17.21
2182,195.09
2183,11.36
2184,112.7
2185,67.14
2186,21.85
2187,107.56
2188,35.82
2189,0.0
2190,378.93
2191,18.5
2192,0.0
2193,14.55
2194,20.43
2195,35.64
2196,12.86
2197,73.05
2198,1361.06
2199,7.5
2200,29.52
2201,56.88
2202,28.88
2203,60.41
2204,11.38
2205,37.98
2206,0.0
2207,384.59
2208,0.0
2209,0.0
2210,195.34
2211,94.47
2212,5.0
2213,6.95
2214,30.21
2215,11.59
2216,11.72
2217,22.45
2218,24.36
2219,64.45
2220,5.46
2221,0.0
2222,0.0
2223,18.1
2224,100.34
2225,6.68
2226,8.94
2227,109.79
2228,1700.64
2229,44.29
2230,315.3
2231,105.27
2232,27.4
2233,89.01
2234,21.05
2235,0.0
2236,384.99
2237,17.34
2238,37.27
2239,8.68
2240,129.63
2241,0.0
2242,19.95
2243,720.78
2244,8.23
2245,23.06
2246,0.0
2247,0.0
2248,921.39
2249,73.7
2250,75.3
2251,603.72
2252,75.6
2253,11.63
2254,0.0
2255,7.68
2256,75.33
2257,9.78
2258,89.77
2259,50.67
2260,48.27
2261,30.63
2262,41.01
2263,363.23
2264,13.35
2265,145.77
2266,36.97
2267,24.67
2268,25.23
2269,0.0
2270,201.13
2271,18.12
2272,26.25
2273,114.49
2274,33.28
2275,0.0
2276,58.91
2277,20.43
2278,55.24
2279,5.25
2280,327.95
2281,35.52
2282,58.02
2283,8.2
2284,154.81
2285,0.0
2286,45.32
2287,18.55
2288,0.0
2289,48.9
2290,55.33
2291,0.0
2292,11.73
2293,28.2
2294,45.99
2295,33.69
2296,15.29
2297,0.0
2298,31.81
2299,45.56
2300,264.39
2301,50.29
2302,34.93
2303,6.74
2304,39.38
2305,51.7
2306,36.16
2307,34.75
2308,30.32
2309,248.59
2310,175.64
2311,0.0
2312,22.07
2313,58.3
2314,258.13
2315,34.78
2316,93.25
2317,0.0
2318,109.99
2319,218.63
2320,23.44
2321,28.03
2322,67.97
2323,0.0
2324,59.84
2325,30.34
2326,20.79
2327,71.83
2328,29.69
2329,17.73
2330,23.64
2331,73.16
2332,550.51
2333,20.27
2334,439.51
2335,143.5
2336,16.89
2337,15.6
2338,143.53
2339,21.57
2340,141.73
2341,22.17
2342,21.05
2343,118.19
2344,0.0
2345,86.61
2346,548.18
2347,45.32
2348,34.68
2349,10.61
2350,1072.61
2351,16.79
2352,20.76
2353,51.25
2354,17.54
2355,18.4
2356,70.55
2357,39.92
2358,34.9
2359,0.0
2360,79.56
2361,54.13
2362,50.09
2363,5.64
2364,25.35
2365,0.0
2366,167.33
2367,48.17
2368,235.39
2369,132.68
2370,0.0
2371,77.09
2372,277.66
2373,0.0
2374,5.56
2375,18.63
2376,42.91
2377,47.04
2378,0.0
2379,35.44
2380,13.73
2381,139.21
2382,26.75
2383,11.24
2384,13.56
2385,35.09
2386,80.12
2387,29.16
2388,964.82
2389,417.88
2390,4.37
2391,35.16
2392,12.67
2393,32.64
2394,17.77
2395,61.44
2396,26.63
2397,34.74
2398,17.92
2399,24.13
2400,157.89
2401,14.05
2402,93.73
2403,79.74
2404,56.99
2405,139.33
2406,82.78
2407,49.86
2408,20.52
2409,0.0
2410,22.18
2411,98.7
2412,52.81
2413,18.06
2414,50.46
2415,16.75
2416,36.6
2417,10.54
2418,21.25
2419,135.47
2420,27.98
2421,48.35
2422,37.35
2423,39.0
2424,106.91
2425,25.96
2426,32.99
2427,29.89
2428,34.16
2429,30.47
2430,14.06
2431,274.54
2432,0.0
2433,0.0
2434,168.83
2435,143.37
2436,203.63
2437,90.36
2438,35.82
2439,0.0
2440,0.0
2441,80.3
2442,33.88
2443,20.65
2444,127.5
2445,28.78
2446,103.53
2447,287.12
2448,16.19
2449,17.26
2450,29.69
2451,36.28
2452,0.0
2453,111.7
2454,41.76
2455,10.65
2456,25.24
2457,80.77
2458,51.59
2459,0.0
2460,65.27
2461,34.92
2462,34.8
2463,135.64
2464,41.0
2465,99.14
2466,54.33
2467,20.95
2468,34.49
2469,0.0
2470,79.54
2471,256.77
2472,57.97
2473,27.65
2474,7.22
2475,67.85
2476,41.44
2477,29.21
2478,14.16
2479,32.65
2480,1596.25
2481,43.55
2482,0.0
2483,0.0
2484,36.14
2485,21.92
2486,93.26
2487,38.85
2488,44.02
2489,0.0
2490,26.95
2491,21.51
2492,0.0
2493,59.67
2494,44.18
2495,27.32
2496,69.89
2497,17.91
2498,11.42
2499,38.49
2500,62.31
2501,63.26
2502,12.06
2503,0.0
2504,46.28
2505,1053.73
2506,78.12
2507,33.03
2508,45.99
2509,64.06
2510,30.17
2511,26.54
2512,14.79
2513,41.82
2514,95.19
2515,60.82
2516,49.37
2517,98.54
2518,139.59
2519,46.7
2520,38.92
2521,19.84
2522,0.0
2523,18.55
2524,19.19
2525,46.27
2526,0.0
2527,23.81
2528,72.26
2529,24.92
2530,160.62
2531,50.7
2532,39.65
2533,32.01
2534,64.37
2535,69.54
2536,4.19
2537,26.06
2538,710.36
2539,62.97
2540,20.63
2541,0.0
2542,30.03
2543,83.33
2544,23.28
2545,0.0
2546,0.0
2547,6.64
2548,201.37
2549,33.22
2550,50.23
2551,29.24
2552,114.55
2553,0.0
2554,0.0
2555,41.39
2556,57.85
2557,19.71
2558,218.65
2559,38.89
2560,17.74
2561,15.08
2562,34.86
2563,24.01
2564,6.79
2565,29.67
2566,0.0
2567,18.89
2568,0.0
2569,13.19
2570,27.18
2571,19.72
2572,20.79
2573,280.05
2574,45.87
2575,30.87
2576,12.56
2577,48.33
2578,0.0
2579,39.33
2580,308.94
2581,7.41
2582,16.88
2583,86.84
2584,54.85
2585,19.48
2586,95.24
2587,0.0
2588,33.91
2589,0.0
2590,63.45
2591,26.32
2592,28.9
2593,14.96
2594,23.8
2595,0.0
2596,95.74
2597,90.61
2598,19.8
2599,42.59
2600,21.81
2601,21.38
2602,684.9
2603,0.0
2604,52.54
2605,6.84
2606,20.33
2607,20.34
2608,27.49
2609,76.25
2610,0.0
2611,58.2
2612,81.57
2613,65.12
2614,40.33
2615,0.0
2616,37.85
2617,35.66
2618,33.67
2619,4321.36
2620,33.64
2621,15.23
2622,53.35
2623,15.01
2624,323.41
2625,109.49
2626,16.83
2627,173.32
2628,417.58
2629,44.76
2630,25.52
2631,20.58
2632,219.53
2633,37.07
2634,38.45
2635,82.56
2636,89.09
2637,29.99
2638,41.38
2639,109.84
2640,30.58
2641,10.79
2642,30.45
2643,28.83
2644,24.47
2645,15.3
2646,55.56
2647,26.76
2648,11.38
2649,15.66
2650,33.71
2651,109.86
2652,163.71
2653,33.17
2654,26.26
2655,78.06
2656,69.18
2657,45.24
2658,22.08
2659,42.25
2660,36.51
2661,132.87
2662,58.2
2663,13.54
2664,1376.38
2665,14.23
2666,19.99
2667,54.8
2668,57.36
2669,0.0
2670,27.84
2671,23.01
2672,13.4
2673,191.53
2674,27.16
2675,93.77
2676,31.24
2677,16.18
2678,17.97
2679,97.43
2680,29.55
2681,40.42
2682,25.2
2683,95.24
2684,38.95
2685,11.03
2686,56.27
2687,18.05
2688,23.45
2689,211.51
2690,12.58
2691,125.1
2692,9.92
2693,45.49
2694,58.19
2695,0.0
2696,41.32
2697,114.41
2698,9.63
2699,7.16
2700,18.89
2701,0.0
2702,166.3
2703,1403.26
2704,126.24
2705,23.45
2706,165.88
2707,19.25
2708,40.36
2709,14.27
2710,0.0
2711,0.0
2712,39.25
2713,0.0
2714,27.21
2715,0.0
2716,75.06
2717,43.96
2718,92.45
2719,45.46
2720,260.52
2721,0.0
2722,54.81
2723,0.0
2724,36.6
2725,49.52
2726,11.8
2727,0.0
2728,28.85
2729,12.96
2730,161.56
2731,103.6
2732,438.49
2733,0.0
2734,22.14
2735,42.07
2736,9.17
2737,16.1
2738,122.16
2739,38.19
2740,145.06
2741,20.04
2742,30.24
2743,24.29
2744,335.28
2745,19.71
2746,18.38
2747,14.84
2748,141.48
2749,0.0
2750,124.17
2751,34.54
2752,26.54
2753,1204.09
2754,14.65
2755,14.78
2756,292.8
2757,9.83
2758,105.47
2759,0.0
2760,74.82
2761,93.81
2762,22.23
2763,62.79
2764,0.0
2765,24.36
2766,7.73
2767,43.61
2768,12.73
2769,0.0
2770,0.0
2771,40.67
2772,68.92
2773,18.77
2774,57.22
2775,48.57
2776,0.0
2777,10.53
2778,23.73
2779,53.76
2780,0.0
2781,83.69
2782,32.53
2783,71.69
2784,66.06
2785,0.0
2786,7.88
2787,528.0
2788,1582.61
2789,23.64
2790,37.43
2791,112.0
2792,72.01
2793,432.89
2794,25.33
2795,282.63
2796,53.34
2797,43.33
2798,49.67
2799,49.76
2800,25.17
2801,10.23
2802,0.0
2803,239.66
2804,125.35
2805,11.93
2806,51.73
2807,64.17
2808,37.75
2809,90.95
2810,18.95
2811,23.3
2812,137.54
2813,29.13
2814,100.7
2815,29.61
2816,6.22
2817,0.0
2818,13.16
2819,0.0
2820,66.39
2821,38.88
2822,59.54
2823,81.01
2824,138.45
2825,32.11
2826,62.81
2827,121.31
2828,48.44
2829,22.08
2830,96.56
2831,172.8
2832,60.07
2833,468.96
2834,46.26
2835,115.45
2836,39.37
2837,35.99
2838,33.23
2839,117.15
2840,10.09
2841,230.53
2842,69.42
2843,12.72
2844,56.66
2845,301.92
2846,62.3
2847,284.82
2848,30.8
2849,72.01
2850,40.59
2851,88.42
2852,0.0
2853,43.56
2854,24.37
2855,82.99
2856,35.14
2857,25.59
2858,111.48
2859,35.8
2860,71.36
2861,19.87
2862,55.62
2863,24.16
2864,0.0
2865,28.76
2866,21.93
2867,0.0
2868,5.17
2869,50.17
2870,37.35
2871,0.0
2872,13.63
2873,8.18
2874,143.71
2875,23.34
2876,25.87
2877,54.45
2878,41.63
2879,38.01
2880,12.58
2881,26.13
2882,376.25
2883,27.77
2884,51.01
2885,22.58
2886,24.93
2887,116.36
2888,9.34
2889,15.84
2890,49.25
2891,376.36
2892,142.32
2893,240.93
2894,47.07
2895,261.68
2896,61.79
2897,0.0
2898,42.07
2899,64.03
2900,37.94
2901,755.08
2902,20.81
2903,21.27
2904,27.11
2905,84.6
2906,56.63
2907,88.78
2908,30.19
2909,19.87
2910,40.26
2911,169.57
2912,57.8
2913,26.49
2914,0.0
2915,60.37
2916,9.72
2917,47.27
2918,49.07
2919,38.32
2920,36.8
2921,33.96
2922,0.0
2923,58.61
2924,8.85
2925,162.08
2926,311.49
2927,305.17
2928,32.07
2929,86.18
2930,86.77
2931,29.64
2932,112.66
2933,43.29
2934,37.97
2935,86.81
2936,24.94
2937,26.83
2938,232.91
2939,1202.62
2940,11.45
2941,0.0
2942,29.46
2943,70.78
2944,94.37
2945,166.15
2946,672.12
2947,0.0
2948,34.85
2949,51.35
2950,19.29
2951,30.65
2952,178.71
2953,80.94
2954,53.69
2955,35.35
2956,16.0
2957,147.23
2958,37.8
2959,465.95
2960,21.32
2961,38.14
2962,31.31
2963,101.27
2964,191.92
2965,68.96
2966,56.29
2967,62.6
2968,81.62
2969,21.55
2970,52.48
2971,0.0
2972,864.65
2973,23.36
2974,227.5
2975,72.8
2976,16.49
2977,31.58
2978,39.49
2979,113.63
2980,24.85
2981,19.0
2982,92.74
2983,33.94
2984,9.14
2985,0.0
2986,22.91
2987,87.38
2988,10.36
2989,17.12
2990,0.0
2991,0.0
2992,0.0
2993,18.09
2994,15.85
2995,62.78
2996,90.54
2997,152.24
2998,41.98
2999,340.16
3000,3.17
3001,105.98
3002,28.13
3003,491.36
3004,206.41
3005,2882.22
3006,50.66
3007,143.88
3008,52.83
3009,6.21
3010,255.24
3011,28.91
3012,176.71
3013,24.9
3014,2529.45
3015,22.72
3016,274.28
3017,81.94
3018,131.39
3019,87.19
3020,30.03
3021,0.0
3022,66.85
3023,83.03
3024,555.61
3025,52.43
3026,37.16
3027,0.0
3028,0.0
3029,15.13
3030,33.63
3031,61.89
3032,28.81
3033,7.99
3034,23.33
3035,45.21
3036,75.07
3037,63.51
3038,18.25
3039,0.0
3040,165.0
3041,48.19
3042,46.84
3043,206.35
3044,44.05
3045,16.54
3046,45.66
3047,54.31
3048,27.23
3049,40.0
3050,179.47
3051,30.81
3052,0.0
3053,65.35
3054,66.75
3055,0.0
3056,114.21
3057,36.86
3058,273.91
3059,18.14
3060,19.77
3061,36.78
3062,224.35
3063,124.0
3064,12.79
3065,42.5
3066,32.78
3067,71.01
3068,48.29
3069,436.74
3070,88.81
3071,22.28
3072,0.0
3073,70.87
3074,74.33
3075,259.43
3076,24.4
3077,22.98
3078,49.09
3079,0.0
3080,205.41
3081,173.07
3082,26.0
3083,29.65
3084,0.0
3085,23.44
3086,39.05
3087,16.95
3088,148.92
3089,64.48
3090,23.48
3091,0.0
3092,25.07
3093,112.95
3094,10.96
3095,43.05
3096,106.63
3097,0.0
3098,429.72
3099,0.0
3100,1823.64
3101,23.98
3102,68.96
3103,0.0
3104,389.65
3105,20.78
3106,52.49
3107,13.62
3108,96.19
3109,91.43
3110,82.7
3111,54.41
3112,26.39
3113,22.54
3114,46.75
3115,177.15
3116,44.69
3117,91.68
3118,52.69
3119,499.86
3120,0.0
3121,41.49
3122,31.9
3123,6.3
3124,0.0
3125,9.38
3126,0.0
3127,24.65
3128,29.16
3129,131.22
3130,40.25
3131,26.43
3132,95.54
3133,41.15
3134,36.06
3135,305.87
3136,0.0
3137,34.42
3138,18.83
3139,152.47
3140,76.84
3141,25.22
3142,35.48
3143,0.0
3144,39.03
3145,187.2
3146,24.95
3147,87.7
3148,35.45
3149,10.19
3150,114.61
3151,45.83
3152,64.33
3153,748.27
3154,235.43
3155,220.29
3156,167.21
3157,89.43
3158,38.67
3159,0.0
3160,47.28
3161,0.0
3162,5.16
3163,75.82
3164,5.71
3165,0.0
3166,42.61
3167,18.69
3168,122.6
3169,31.43
3170,20.96
3171,10.66
3172,45.23
3173,28.42
3174,0.0
3175,11.09
3176,20.58
3177,33.42
3178,45.92
3179,48.82
3180,33.26
3181,55.21
3182,726.78
3183,110.3
3184,93.42
3185,71.44
3186,46.9
3187,0.0
3188,48.66
3189,66.78
3190,36.64
3191,25.41
3192,36.42
3193,90.11
3194,53.75
3195,46.3
3196,69.98
3197,59.9
3198,49.96
3199,43.57
3200,79.9
3201,27.9
3202,19.99
3203,0.0
3204,96.21
3205,93.88
3206,67.37
3207,32.38
3208,94.19
3209,85.72
3210,53.13
3211,36.51
3212,72.32
3213,334.51
3214,94.08
3215,0.0
3216,0.0
3217,29.71
3218,108.41
3219,42.12
3220,54.78
3221,88.0
3222,8.61
3223,94.1
3224,106.63
3225,110.24
3226,0.0
3227,399.11
3228,0.0
3229,44.39
3230,76.01
3231,0.0
3232,23.03
3233,43.66
3234,45.71
3235,0.0
3236,72.2
3237,123.05
3238,171.23
3239,175.34
3240,93.53
3241,0.0
3242,68.67
3243,21.36
3244,412.0
3245,456.25
3246,128.86
3247,48.34
3248,0.0
3249,115.83
3250,47.95
3251,53.77
3252,0.0
3253,50.3
3254,80.96
3255,0.0
3256,114.9
3257,246.55
3258,0.0
3259,45.86
3260,45.7
3261,25.68
3262,19.8
3263,52.29
3264,97.35
3265,62.99
3266,38.92
3267,126.72
3268,45.54
3269,1570.48
3270,77.74
3271,29.93
3272,87.49
3273,0.0
3274,0.0
3275,11.5
3276,21.56
3277,60.06
3278,11.81
3279,0.0
3280,0.0
3281,80.68
3282,59.19
3283,33.38
3284,44.31
3285,95.38
3286,149.7
3287,475.2
3288,0.0
3289,52.69
3290,57.42
3291,583.34
3292,160.95
3293,94.99
3294,209.9
3295,110.02
3296,279.11
3297,94.87
3298,136.29
3299,0.0
3300,23.85
3301,57.56
3302,39.4
3303,113.73
3304,0.0
3305,0.0
3306,120.52
3307,1797.68
3308,79.38
3309,39.71
3310,119.63
3311,35.74
3312,48.68
3313,71.63
3314,93.76
3315,36.32
3316,75.28
3317,57.28
3318,66.78
3319,46.11
3320,140.51
3321,65.07
3322,89.31
3323,68.9
3324,636.15
3325,52.31
3326,10.94
3327,279.08
3328,298.51
3329,308.19
3330,0.0
3331,35.36
3332,833.03
3333,24.94
3334,67.46
3335,68.11
3336,74.93
3337,12.94
3338,86.3
3339,48.07
3340,46.77
3341,27.71
3342,28.53
3343,166.73
3344,261.55
3345,2136.55
3346,112.65
3347,26.45
3348,4.92
3349,78.86
3350,83.12
3351,28.43
3352,127.41
3353,0.0
3354,68.87
3355,901.87
3356,434.99
3357,2594.55
3358,66.32
3359,0.0
3360,57.17
3361,64.63
3362,0.0
3363,47.29
3364,47.38
3365,0.0
3366,111.92
3367,121.74
3368,0.0
3369,163.45
3370,104.31
3371,35.57
3372,28.01
3373,1125.53
3374,38.74
3375,126.41
3376,97.44
3377,0.0
3378,164.08
3379,679.09
3380,20.37
3381,0.0
3382,298.91
3383,70.58
3384,40.24
3385,32.45
3386,0.0
3387,158.29
3388,36.97
3389,0.0
3390,57.51
3391,1298.78
3392,44.3
3393,51.4
3394,46.5
3395,33.96
3396,110.83
3397,17.39
3398,146.2
3399,290.37
3400,96.23
3401,29.44
3402,73.96
3403,0.0
3404,38.96
3405,489.28
3406,56.95
3407,62.45
3408,51.43
3409,106.24
3410,127.15
3411,99.36
3412,103.23
3413,0.0
3414,67.96
3415,48.88
3416,28.17
3417,84.28
3418,116.31
3419,52.07
3420,106.27
3421,60.5
3422,51.66
3423,0.0
3424,200.36
3425,31.61
3426,218.03
3427,1543.88
3428,4.05
3429,0.0
3430,32.84
3431,41.67
3432,39.28
3433,76.42
3434,287.94
3435,44.04
3436,110.96
3437,0.0
3438,141.24
3439,73.66
3440,61.54
3441,2402.46
3442,88.7
3443,86.85
3444,46.15
3445,71.71
3446,44.09
3447,144.97
3448,0.0
3449,32.47
3450,23.81
3451,28.45
3452,0.0
3453,0.0
3454,0.0
3455,35.05
3456,0.0
3457,53.27
3458,0.0
3459,0.0
3460,44.58
3461,0.0
3462,33.32
3463,94.26
3464,0.0
3465,0.0
3466,26.73
3467,49.27
3468,382.3
3469,390.06
3470,139.88
3471,0.0
3472,129.31
3473,216.23
3474,0.0
3475,325.19
3476,123.71
3477,22.24
3478,68.06
3479,43.72
3480,118.52
3481,53.53
3482,86.37
3483,116.28
3484,725.84
3485,112.51
3486,143.15
3487,34.95
3488,388.0
3489,96.93
3490,80.7
3491,113.44
3492,129.06
3493,43.37
3494,4.46
3495,19.59
3496,104.14
3497,59.83
3498,214.45
3499,0.0
3500,86.71
3501,0.0
3502,47.42
3503,108.07
3504,90.96
3505,47.41
3506,98.59
3507,241.29
3508,0.0
3509,0.0
3510,0.0
3511,0.0
3512,0.0
3513,0.0
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,0.0
3519,0.0
