,0
299,002299
300,002826
301,300741
302,300529
303,600765
304,603585
305,000831
306,300106
307,000975
308,300143
309,002385
310,603200
311,300434
312,000720
313,603868
314,600258
315,002735
316,000848
317,000650
318,002889
319,300460
320,000573
321,600408
322,000688
323,300326
324,000596
325,300737
326,603917
327,300087
328,300255
329,000800
330,002891
331,601799
332,002186
333,600478
334,000906
335,600533
336,002229
337,600179
338,300195
339,002630
340,603725
341,600690
342,000919
343,603188
344,002505
345,600796
346,603701
347,600215
348,000893
349,600477
350,603536
351,002809
352,603458
353,002255
354,002716
355,600018
356,300435
357,601118
358,603866
359,600062
360,002037
361,002820
362,300516
363,000659
364,002330
365,300154
366,300202
367,000915
368,000519
369,000683
370,600829
371,300547
372,603330
373,603909
374,603041
375,002556
376,601989
377,603333
378,600353
379,300191
380,002576
381,600862
382,300376
383,000151
384,600787
385,000568
386,002389
387,000949
388,600547
389,603708
390,002761
391,600812
392,603668
393,002341
394,002903
395,603456
396,300120
397,300338
398,601009
399,002528
400,300473
401,300733
402,002711
403,002574
404,002831
405,600780
406,300716
407,002571
408,002746
409,603365
410,002922
411,603778
412,300740
413,600138
414,002732
415,300611
416,300094
417,002624
418,002882
419,600654
420,000017
421,300671
422,000012
423,600311
424,300405
425,002776
426,000911
427,002839
428,002029
429,002683
430,600150
431,002602
432,603010
433,000059
434,300492
435,603709
436,603586
437,603199
438,300538
439,002870
440,600483
441,603825
442,002596
443,300606
444,600804
445,002170
446,000961
447,002370
448,300622
449,000901
450,600105
451,000972
452,000078
453,000601
454,002140
455,002324
456,603128
457,300110
458,000651
459,600882
460,603319
461,600132
462,600822
463,600893
464,600096
465,000155
466,600486
467,000755
468,600750
469,603777
470,603131
471,603278
472,603787
473,600891
474,601717
475,000815
476,603968
477,603779
478,000416
479,603133
480,002393
481,600892
482,603519
483,002665
484,002511
485,002679
486,300425
487,002533
488,603869
489,300489
490,000403
491,300185
492,002369
493,002632
494,600501
495,002659
496,600722
497,300216
498,000599
499,600310
500,300669
501,601038
502,002521
503,002598
504,600328
505,002015
506,300208
507,300275
508,603580
509,300257
510,603858
511,300511
512,002628
513,300199
514,600636
515,000785
516,600356
517,000998
518,600713
519,300006
520,300400
521,002048
522,002846
523,300408
524,300249
525,300175
526,603991
527,603823
528,600719
529,300393
530,000927
531,002453
532,603556
533,600338
534,300034
535,603889
536,002621
537,600230
538,300729
539,300023
540,600135
541,603501
542,002180
543,002306
544,603698
545,002616
546,002129
547,002382
548,600612
549,600048
550,300069
551,002677
552,002155
553,000423
554,002461
555,002332
556,002772
557,603331
558,600119
559,002883
560,300636
561,603358
562,002552
563,300223
564,000902
565,600803
566,002680
567,603360
568,000009
569,600234
570,300630
571,603266
572,002130
573,603612
574,000510
575,601326
576,300210
577,600306
578,603882
579,600848
580,600613
581,601858
582,600618
583,000702
584,300091
585,000980
586,300587
587,603505
588,002567
589,002612
590,000922
591,300442
592,002092
593,300155
594,603038
595,600518
596,603977
597,600489
598,300144
599,002404
600,002594
601,300119
602,603003
603,002211
604,002774
605,603496
606,002634
607,600600
608,002493
609,300715
610,000518
611,300391
612,603169
613,002188
614,601882
615,600655
616,603568
617,600225
618,002347
619,603569
620,603678
621,002730
622,600280
623,601566
624,300498
625,600248
626,600213
627,603886
628,603037
629,002398
630,002786
631,603527
632,603208
633,002714
634,000333
635,603567
636,600643
637,600199
638,600594
639,002275
640,603018
641,601225
642,603020
643,300268
644,002144
645,300061
646,600530
647,600737
648,000963
649,300593
650,600247
651,600203
652,002320
653,002749
654,000502
655,600528
656,600843
657,600653
658,002538
659,002488
660,300596
661,600578
662,600367
663,603136
664,002160
665,002086
666,000918
667,603855
668,600186
669,600425
670,000006
671,300621
672,600421
673,601336
674,300241
675,603737
676,002926
677,600802
678,603335
679,300439
680,002111
681,600710
682,300123
683,600390
684,603225
685,600099
686,000638
687,300282
688,002445
689,600593
690,002695
691,300420
692,300568
693,002790
694,600028
695,300422
696,600419
697,300114
698,603980
699,603268
700,002664
701,600543
702,000913
703,603359
704,000513
705,603637
706,000707
707,300644
708,600176
709,600075
710,300321
711,300683
712,000525
713,600300
714,002481
715,002536
716,600467
717,603997
718,002603
719,000752
720,600227
721,600603
722,603313
723,300021
724,000420
725,601008
726,002433
727,002394
728,600250
729,000850
730,601311
731,600660
732,603655
733,300176
734,000045
735,600288
736,600299
737,002709
738,002783
739,600291
740,600141
741,601558
742,600122
743,603001
744,002648
745,002231
746,002414
747,603098
748,000982
749,600811
750,600482
751,000978
752,002028
753,601177
754,000833
755,600351
756,000065
757,600573
758,002420
759,300707
760,300474
761,600079
762,300387
763,603819
764,600864
765,002755
766,300340
767,600091
768,002004
769,600006
770,600202
771,002918
772,600077
773,603776
774,002406
775,002750
776,002479
777,600159
778,300125
779,002391
780,000715
781,000809
782,601113
783,000504
784,002713
785,600470
786,300355
787,000030
788,300681
789,600007
790,600387
791,000055
792,002807
793,300580
794,002421
795,002637
796,002674
797,600876
798,600289
799,002295
800,603730
801,600435
802,300699
803,300497
804,600826
805,000611
806,300554
807,002477
808,603323
809,600319
810,603088
811,002246
812,002174
813,603636
814,600302
815,002553
816,600747
817,600074
818,603716
819,600595
820,300585
821,600855
822,000633
823,300641
824,600740
825,002094
826,600259
827,601966
828,600582
829,000622
830,600933
831,600010
832,601985
833,002149
834,002274
835,300397
836,600821
837,000609
838,002040
839,603012
840,300149
841,600531
842,002102
843,000159
844,002817
845,600973
846,002588
847,002760
848,600403
849,002214
850,600908
851,603979
852,600979
853,603663
854,002024
855,603517
856,600146
857,000016
858,600681
859,002475
860,300679
861,603926
862,002023
863,600166
864,600184
865,601098
866,603758
867,300101
868,002563
869,000687
870,600196
871,300423
872,300247
873,002867
874,600749
875,600332
876,603377
877,002001
878,603000
879,600249
880,600926
881,300362
882,600857
883,600790
884,603321
885,000889
886,300519
887,600726
888,603159
889,002411
890,002608
891,300212
892,600429
893,000957
894,000898
895,002269
896,002418
897,000043
898,002631
899,600766
900,603113
901,300263
902,000880
903,000678
904,002051
905,600178
906,600983
907,000756
908,002006
909,000818
910,600768
911,002189
912,002318
913,002862
914,002101
915,601019
916,002227
917,300153
918,002120
919,000008
920,002522
921,603619
922,002166
923,600889
924,002307
925,002652
926,300700
927,002560
928,601599
929,603196
930,601689
931,000839
932,002043
933,600677
934,603800
935,603726
936,600731
937,600648
938,603055
939,300385
940,000417
941,000005
942,002768
943,600303
944,000011
945,300371
946,000428
947,300381
948,601155
949,002365
950,000563
951,600163
952,603689
953,000821
954,300485
955,300081
956,000589
957,000826
958,000798
959,600513
960,600686
961,600392
962,300736
963,600071
964,002202
965,000883
966,300447
967,002046
968,601899
969,600112
970,002162
971,002069
972,000958
973,603969
974,600078
975,601515
976,600674
977,600275
978,002907
979,601611
980,000888
981,000591
982,600281
983,600998
984,600216
985,300283
986,603599
987,603665
988,600368
989,002286
990,600997
991,002099
992,601838
993,002294
994,600201
995,000698
996,600673
997,002736
998,002745
999,603768
1000,600153
1001,601208
1002,600121
1003,002221
1004,600538
1005,002539
1006,600818
1007,002565
1008,603499
1009,000663
1010,600279
1011,600963
1012,600395
1013,000018
1014,300046
1015,002328
1016,002688
1017,600212
1018,603577
1019,600984
1020,002303
1021,603026
1022,600287
1023,002136
1024,603818
1025,600327
1026,600120
1027,002600
1028,600297
1029,603383
1030,300031
1031,002386
1032,001979
1033,603035
1034,601015
1035,600073
1036,002639
1037,000885
1038,300092
1039,002319
1040,603166
1041,002178
1042,603879
1043,600016
1044,002734
1045,300569
1046,002352
1047,002597
1048,603880
1049,300029
1050,600865
1051,000976
1052,600548
1053,300064
1054,000338
1055,001965
1056,002856
1057,600265
1058,002209
1059,603058
1060,002270
1061,002678
1062,300003
1063,000004
1064,600118
1065,300096
1066,600741
1067,002459
1068,300416
1069,603626
1070,600111
1071,603078
1072,600378
1073,300314
1074,000996
1075,000673
1076,002742
1077,601318
1078,603260
1079,002435
1080,600521
1081,300428
1082,601020
1083,300660
1084,300448
1085,603808
1086,002468
1087,600182
1088,002800
1089,603811
1090,603813
1091,300470
1092,002032
1093,603998
1094,603955
1095,603887
1096,603843
1097,603839
1098,603822
1099,603803
1100,603789
1101,603712
1102,603699
1103,603690
1104,603667
1105,603659
1106,603603
1107,603538
1108,603520
1109,603508
1110,603398
1111,603393
1112,603318
1113,603309
1114,603300
1115,603258
1116,603222
1117,603139
1118,603116
1119,603067
1120,603066
1121,603060
1122,603033
1123,601828
1124,601818
1125,601619
1126,601601
1127,601567
1128,601369
1129,601216
1130,601212
1131,601127
1132,601099
1133,601016
1134,601000
1135,600987
1136,600971
1137,600960
1138,600939
1139,600883
1140,600880
1141,600877
1142,600870
1143,600869
1144,600866
1145,600863
1146,600856
1147,600854
1148,600833
1149,600820
1150,600807
1151,600798
1152,600794
1153,600784
1154,600777
1155,600761
1156,600759
1157,600753
1158,600751
1159,600735
1160,600734
1161,600733
1162,600729
1163,600727
1164,600711
1165,600705
1166,600701
1167,600684
1168,600682
1169,600680
1170,600675
1171,600666
1172,600637
1173,600614
1174,600589
1175,600586
1176,600572
1177,600568
1178,600558
1179,600551
1180,600546
1181,600540
1182,600525
1183,600515
1184,600512
1185,600509
1186,600485
1187,600481
1188,600468
1189,600423
1190,600401
1191,600399
1192,600396
1193,600393
1194,600335
1195,600321
1196,600318
1197,600309
1198,600305
1199,600290
1200,600283
1201,600273
1202,600257
1203,600256
1204,600255
1205,600252
1206,600241
1207,600226
1208,600221
1209,600217
1210,600189
1211,600185
1212,600169
1213,600165
1214,600162
1215,600158
1216,600148
1217,600145
1218,600133
1219,600106
1220,600086
1221,600084
1222,600076
1223,600069
1224,600052
1225,600051
1226,600035
1227,600033
1228,600026
1229,600023
1230,600022
1231,300743
1232,300667
1233,300665
1234,300662
1235,300659
1236,300656
1237,300617
1238,300586
1239,300578
1240,300491
1241,300487
1242,300483
1243,300464
1244,300462
1245,300455
1246,300444
1247,300441
1248,300411
1249,300410
1250,300409
1251,300392
1252,300344
1253,300337
1254,300325
1255,300317
1256,300312
1257,300306
1258,300305
1259,300290
1260,300280
1261,300279
1262,300276
1263,300266
1264,300240
1265,300238
1266,300225
1267,300217
1268,300198
1269,300173
1270,300146
1271,300132
1272,300128
1273,300103
1274,300090
1275,300089
1276,300086
1277,300080
1278,300071
1279,300067
1280,300056
1281,300049
1282,300038
1283,300032
1284,300022
1285,300016
1286,300004
1287,002872
1288,002866
1289,002857
1290,002851
1291,002799
1292,002770
1293,002765
1294,002739
1295,002729
1296,002726
1297,002721
1298,002699
1299,002692
1300,002685
1301,002675
1302,002666
1303,002662
1304,002661
1305,002656
1306,002650
1307,002647
1308,002638
1309,002622
1310,002619
1311,002610
1312,002607
1313,002604
1314,002601
1315,002592
1316,002584
1317,002580
1318,002578
1319,002558
1320,002547
1321,002534
1322,002532
1323,002524
1324,002520
1325,002517
1326,002515
1327,002509
1328,002504
1329,002498
1330,002496
1331,002494
1332,002487
1333,002464
1334,002457
1335,002451
1336,002450
1337,002448
1338,002447
1339,002437
1340,002425
1341,002424
1342,002423
1343,002413
1344,002384
1345,002366
1346,002361
1347,002359
1348,002357
1349,002348
1350,002345
1351,002342
1352,002312
1353,002309
1354,002305
1355,002301
1356,002263
1357,002260
1358,002259
1359,002256
1360,002252
1361,002239
1362,002225
1363,002219
1364,002212
1365,002210
1366,002199
1367,002198
1368,002187
1369,002181
1370,002168
1371,002163
1372,002161
1373,002154
1374,002152
1375,002147
1376,002145
1377,002143
1378,002122
1379,002121
1380,002113
1381,002109
1382,002103
1383,002098
1384,002093
1385,002085
1386,002082
1387,002075
1388,002072
1389,002067
1390,002059
1391,002047
1392,002034
1393,002018
1394,002005
1395,002002
1396,000967
1397,000962
1398,000939
1399,000930
1400,000912
1401,000910
1402,000900
1403,000890
1404,000868
1405,000859
1406,000812
1407,000796
1408,000793
1409,000780
1410,000779
1411,000766
1412,000757
1413,000731
1414,000723
1415,000711
1416,000691
1417,000690
1418,000680
1419,000677
1420,000668
1421,000666
1422,000620
1423,000616
1424,000606
1425,000595
1426,000593
1427,000584
1428,000566
1429,000564
1430,000557
1431,000540
1432,000539
1433,000534
1434,000526
1435,000516
1436,000506
1437,000415
1438,000156
1439,000100
1440,000056
1441,000050
1442,000046
1443,000038
1444,000035
1445,000034
1446,000031
1447,000029
1448,000022
1449,000010
1450,600990
1451,300130
1452,603978
1453,603555
1454,603639
1455,002371
1456,603378
1457,600706
1458,603158
1459,300513
1460,600977
1461,600900
1462,600004
1463,600055
1464,601229
1465,002609
1466,603906
1467,300343
1468,000999
1469,603069
1470,002395
1471,600037
1472,600562
1473,600475
1474,000040
1475,002442
1476,000881
1477,600352
1478,300654
1479,600687
1480,600851
1481,300330
1482,002053
1483,600083
1484,601699
1485,300565
1486,000610
1487,601933
1488,000524
1489,002146
1490,002308
1491,002066
1492,002118
1493,600901
1494,600658
1495,002743
1496,002771
1497,002126
1498,600015
1499,600089
1500,002203
1501,000541
1502,002350
1503,601163
1504,002407
1505,002399
1506,300057
1507,002033
1508,002796
1509,600057
1510,601002
1511,000089
1512,600978
1513,002300
1514,000158
1515,600090
1516,000671
1517,600418
1518,000860
1519,002542
1520,300690
1521,601928
1522,600365
1523,002183
1524,600919
1525,002502
1526,002019
1527,300121
1528,601999
1529,601128
1530,000600
1531,000576
1532,000801
1533,600897
1534,002485
1535,603721
1536,300013
1537,600243
1538,603766
1539,600054
1540,600502
1541,600301
1542,600510
1543,601998
1544,300179
1545,601628
1546,603315
1547,002748
1548,000679
1549,600605
1550,601328
1551,300573
1552,002292
1553,603303
1554,001696
1555,002007
1556,300138
1557,601398
1558,600825
1559,002810
1560,300623
1561,603099
1562,600036
1563,000819
1564,603797
1565,002855
1566,600590
1567,603600
1568,603903
1569,002403
1570,600657
1571,300237
1572,002803
1573,601339
1574,600969
1575,300388
1576,000726
1577,603606
1578,600778
1579,002702
1580,000838
1581,300328
1582,002277
1583,300549
1584,000598
1585,002201
1586,002719
1587,002009
1588,002780
1589,000951
1590,002660
1591,601968
1592,000959
1593,000863
1594,603306
1595,603126
1596,002825
1597,600020
1598,002157
1599,002691
1600,600661
1601,600996
1602,000761
1603,000558
1604,600448
1605,000810
1606,000545
1607,000157
1608,600246
1609,300108
1610,600785
1611,002266
1612,000036
1613,603328
1614,600149
1615,601179
1616,601006
1617,000631
1618,600056
1619,002833
1620,600649
1621,300074
1622,600738
1623,000983
1624,000802
1625,600982
1626,600000
1627,002798
1628,600746
1629,000560
1630,300430
1631,300260
1632,600123
1633,002387
1634,002840
1635,600190
1636,601633
1637,600565
1638,000952
1639,600170
1640,600017
1641,601390
1642,600009
1643,002473
1644,000876
1645,002561
1646,600858
1647,002723
1648,600295
1649,002741
1650,300083
1651,000587
1652,600500
1653,601579
1654,601137
1655,601608
1656,600508
1657,603123
1658,300577
1659,002078
1660,000048
1661,600886
1662,600348
1663,601106
1664,603579
1665,000877
1666,300576
1667,601169
1668,002217
1669,000753
1670,002060
1671,002681
1672,601158
1673,601166
1674,000905
1675,000697
1676,601766
1677,000597
1678,601218
1679,002682
1680,600479
1681,600270
1682,002591
1683,300575
1684,603922
1685,002142
1686,600550
1687,000635
1688,002265
1689,600545
1690,600628
1691,002769
1692,600556
1693,002285
1694,002838
1695,000422
1696,002128
1697,600370
1698,600639
1699,300169
1700,002566
1701,600317
1702,002014
1703,000063
1704,002333
1705,601777
1706,000501
1707,300607
1708,600340
1709,002013
1710,000667
1711,603031
1712,000605
1713,601727
1714,000797
1715,002759
1716,300270
1717,000722
1718,603996
1719,000861
1720,600398
1721,002310
1722,002617
1723,300396
1724,002003
1725,300488
1726,600436
1727,002697
1728,000419
1729,600532
1730,601929
1731,600961
1732,000400
1733,002349
1734,603959
1735,300329
1736,603238
1737,600397
1738,601018
1739,601595
1740,000630
1741,300603
1742,002606
1743,600463
1744,600459
1745,000721
1746,601881
1747,600389
1748,300182
1749,300180
1750,002792
1751,601898
1752,600320
1753,601857
1754,000937
1755,300320
1756,000899
1757,002651
1758,300219
1759,002254
1760,002337
1761,600853
1762,600527
1763,002363
1764,300533
1765,000778
1766,000150
1767,600269
1768,600064
1769,300072
1770,600307
1771,000543
1772,600167
1773,603106
1774,000768
1775,601258
1776,002543
1777,002326
1778,000553
1779,600358
1780,600053
1781,002108
1782,603226
1783,600233
1784,600875
1785,600615
1786,002077
1787,300426
1788,300458
1789,000625
1790,002052
1791,603989
1792,600552
1793,601101
1794,600890
1795,002062
1796,300197
1797,002196
1798,300652
1799,600824
1800,300039
1801,300142
1802,603269
1803,000750
1804,002925
1805,601211
1806,600360
1807,601588
1808,600177
1809,002228
1810,600439
1811,002045
1812,002819
1813,002090
1814,603077
1815,600791
1816,002193
1817,600101
1818,000869
1819,300395
1820,603040
1821,002150
1822,603677
1823,300026
1824,600322
1825,002458
1826,600758
1827,300429
1828,600599
1829,600871
1830,600130
1831,002314
1832,002200
1833,300527
1834,603015
1835,600267
1836,300342
1837,300042
1838,601186
1839,600080
1840,000429
1841,600697
1842,601519
1843,002752
1844,002541
1845,601107
1846,000892
1847,000025
1848,300118
1849,002338
1850,600422
1851,000523
1852,600874
1853,300040
1854,603165
1855,600717
1856,601288
1857,600694
1858,600211
1859,600642
1860,600377
1861,000623
1862,002293
1863,300599
1864,002548
1865,300239
1866,600268
1867,600236
1868,600012
1869,002116
1870,600575
1871,002614
1872,300045
1873,002791
1874,000825
1875,601997
1876,002718
1877,600025
1878,600094
1879,600493
1880,600223
1881,600388
1882,600606
1883,002244
1884,601010
1885,600103
1886,300088
1887,600337
1888,300523
1889,600817
1890,600958
1891,600496
1892,002686
1893,002441
1894,300008
1895,002172
1896,600808
1897,600107
1898,600742
1899,603019
1900,002887
1901,600021
1902,002071
1903,600495
1904,600326
1905,600173
1906,002408
1907,603817
1908,603558
1909,000953
1910,000665
1911,600059
1912,300048
1913,002618
1914,601958
1915,603227
1916,600081
1917,002529
1918,603063
1919,600837
1920,002283
1921,002115
1922,002397
1923,600611
1924,601168
1925,002415
1926,603239
1927,002646
1928,300382
1929,002737
1930,000166
1931,601518
1932,600604
1933,300165
1934,601199
1935,600828
1936,002151
1937,300001
1938,002673
1939,600985
1940,601992
1941,600383
1942,600400
1943,002061
1944,002913
1945,002876
1946,300196
1947,300261
1948,300206
1949,601677
1950,600505
1951,600218
1952,000503
1953,600976
1954,601949
1955,002483
1956,600847
1957,000529
1958,603337
1959,601088
1960,300472
1961,600732
1962,600235
1963,000729
1964,600210
1965,002325
1966,000548
1967,000903
1968,600168
1969,002572
1970,601028
1971,002084
1972,002725
1973,000096
1974,600748
1975,601866
1976,600861
1977,002207
1978,603528
1979,600379
1980,300375
1981,600846
1982,002486
1983,600511
1984,600208
1985,300332
1986,000669
1987,601886
1988,600116
1989,600795
1990,600433
1991,000955
1992,600894
1993,600868
1994,002374
1995,603938
1996,300204
1997,600688
1998,300028
1999,000617
2000,601011
2001,601798
2002,603385
2003,600888
2004,000551
2005,000795
2006,600800
2007,002096
2008,000685
2009,000656
2010,601200
2011,002537
2012,000837
2013,002335
2014,002182
2015,600137
2016,600805
2017,002633
2018,600350
2019,603898
2020,600909
2021,000603
2022,000066
2023,300002
2024,002880
2025,000965
2026,000537
2027,000655
2028,000404
2029,600331
2030,002434
2031,000639
2032,000661
2033,603218
2034,000402
2035,600339
2036,000301
2037,300131
2038,600566
2039,002131
2040,000767
2041,002031
2042,600382
2043,002054
2044,002516
2045,600698
2046,000710
2047,601368
2048,002530
2049,000608
2050,002706
2051,601669
2052,600835
2053,601188
2054,000985
2055,603008
2056,600386
2057,002884
2058,002484
2059,002022
2060,601988
2061,600716
2062,002478
2063,300137
2064,000570
2065,002135
2066,600563
2067,603799
2068,601666
2069,600873
2070,601618
2071,600609
2072,002381
2073,002165
2074,002233
2075,002258
2076,000737
2077,600497
2078,600576
2079,600679
2080,601880
2081,000559
2082,601788
2083,002329
2084,603920
2085,601375
2086,600461
2087,300666
2088,600060
2089,002753
2090,002249
2091,002508
2092,600098
2093,002044
2094,600027
2095,601668
2096,002763
2097,002344
2098,600372
2099,600460
2100,601226
2101,300351
2102,601872
2103,600676
2104,300201
2105,000783
2106,002027
2107,300095
2108,002026
2109,600685
2110,002340
2111,300518
2112,002503
2113,000835
2114,600827
2115,002097
2116,300289
2117,601991
2118,300298
2119,002540
2120,600070
2121,600452
2122,603696
2123,002114
2124,300510
2125,002512
2126,601616
2127,002676
2128,000409
2129,600308
2130,603601
2131,002495
2132,000552
2133,600480
2134,002379
2135,600097
2136,603017
2137,600276
2138,300147
2139,000042
2140,300135
2141,603833
2142,600161
2143,002100
2144,000751
2145,600278
2146,601366
2147,600678
2148,002375
2149,002107
2150,600082
2151,600744
2152,600724
2153,600128
2154,002216
2155,600312
2156,600633
2157,000776
2158,300691
2159,601877
2160,002317
2161,300546
2162,600859
2163,000538
2164,603990
2165,000520
2166,002058
2167,600175
2168,300357
2169,000716
2170,601108
2171,000875
2172,600491
2173,002372
2174,600970
2175,600814
2176,000571
2177,000990
2178,600011
2179,600063
2180,601001
2181,603203
2182,600219
2183,300111
2184,000971
2185,002243
2186,603618
2187,000521
2188,603345
2189,002879
2190,601878
2191,603966
2192,600638
2193,000897
2194,002482
2195,002050
2196,601918
2197,600601
2198,300592
2199,000725
2200,603027
2201,300651
2202,600229
2203,002778
2204,603885
2205,000023
2206,603167
2207,603299
2208,600839
2209,002271
2210,601700
2211,002290
2212,600775
2213,600993
2214,600619
2215,002272
2216,002832
2217,002206
2218,002641
2219,000718
2220,600699
2221,600823
2222,000700
2223,002853
2224,002523
2225,600663
2226,002797
2227,002615
2228,600936
2229,600406
2230,000488
2231,300640
2232,300604
2233,600113
2234,000970
2235,002278
2236,000408
2237,603738
2238,600810
2239,601058
2240,001896
2241,603688
2242,000425
2243,002733
2244,000929
2245,300129
2246,002640
2247,000791
2248,002191
2249,600160
2250,002707
2251,601377
2252,603788
2253,600789
2254,601908
2255,600030
2256,600782
2257,000090
2258,603389
2259,000758
2260,600117
2261,600792
2262,300177
2263,600129
2264,601636
2265,603117
2266,600488
2267,600156
2268,300457
2269,600668
2270,002316
2271,603338
2272,000836
2273,601500
2274,600671
2275,002240
2276,300495
2277,300258
2278,601939
2279,600039
2280,600325
2281,600662
2282,002253
2283,603339
2284,601555
2285,002700
2286,603888
2287,600881
2288,002125
2289,600966
2290,002471
2291,000619
2292,000058
2293,300134
2294,002440
2295,600774
2296,002582
2297,002469
2298,600626
2299,300200
2300,600567
2301,000590
2302,002562
2303,600031
2304,600959
2305,002354
2306,300214
2307,300506
2308,000652
2309,600834
2310,002581
2311,002428
2312,601811
2313,000989
2314,002928
2315,000069
2316,002291
2317,002824
2318,300230
2319,601901
2320,600763
2321,600239
2322,000686
2323,603809
2324,603416
2325,600610
2326,601800
2327,600647
2328,002076
2329,002785
2330,600369
2331,603179
2332,600583
2333,603011
2334,002779
2335,601007
2336,000554
2337,002501
2338,600523
2339,002644
2340,600193
2341,600261
2342,601996
2343,600155
2344,002514
2345,603566
2346,000806
2347,600068
2348,002835
2349,600195
2350,603848
2351,603100
2352,000550
2353,002164
2354,603085
2355,600695
2356,002860
2357,300535
2358,002276
2359,002605
2360,000917
2361,600650
2362,002489
2363,300151
2364,002587
2365,600455
2366,002687
2367,603006
2368,300211
2369,002412
2370,600629
2371,600329
2372,002751
2373,300253
2374,600620
2375,002378
2376,603298
2377,000931
2378,603900
2379,300139
2380,300235
2381,002793
2382,002684
2383,000517
2384,300539
2385,300479
2386,603703
2387,300291
2388,000979
2389,603928
2390,002899
2391,603111
2392,000759
2393,002586
2394,300402
2395,000039
2396,002905
2397,002064
2398,002873
2399,002701
2400,002812
2401,300281
2402,002781
2403,002215
2404,600050
2405,002875
2406,002081
2407,600665
2408,603860
2409,603999
2410,601678
2411,600503
2412,002068
2413,000060
2414,600624
2415,002429
2416,002091
2417,000727
2418,300347
2419,002235
2420,000811
2421,300304
2422,300171
2423,600580
2424,002667
2425,002579
2426,600362
2427,600428
2428,600293
2429,600592
2430,300105
2431,002353
2432,300335
2433,603728
2434,000719
2435,603826
2436,000037
2437,002251
2438,002400
2439,300500
2440,600736
2441,000728
2442,601808
2443,000637
2444,002042
2445,000413
2446,600376
2447,300331
2448,002073
2449,601333
2450,000829
2451,002929
2452,000928
2453,300193
2454,000615
2455,300561
2456,600898
2457,000878
2458,600783
2459,300512
2460,600373
2461,300521
2462,600522
2463,600561
2464,300232
2465,002010
2466,600198
2467,300158
2468,600143
2469,002360
2470,002500
2471,002595
2472,000410
2473,603878
2474,300664
2475,300456
2476,000701
2477,002377
2478,000926
2479,300643
2480,600180
2481,000626
2482,002039
2483,300076
2484,600131
2485,600266
2486,600838
2487,300082
2488,603366
2489,002426
2490,002087
2491,603856
2492,300345
2493,600537
2494,300041
2495,601231
2496,000628
2497,300697
