,0
2498,002863
2499,600819
2500,000828
2501,000612
2502,300190
2503,000627
2504,300499
2505,300296
2506,300346
2507,000547
2508,002224
2509,002016
2510,603178
2511,603615
2512,601388
2513,002056
2514,600617
2515,600836
2516,300687
2517,000049
2518,601198
2519,600651
2520,002373
2521,002694
2522,600992
2523,300369
2524,002912
2525,603895
2526,600126
2527,300036
2528,000032
2529,601233
2530,603320
2531,603030
2532,600380
2533,300370
2534,603311
2535,300236
2536,002133
2537,600773
2538,600644
2539,300406
2540,300398
2541,300566
2542,000981
2543,300668
2544,600366
2545,300555
2546,600757
2547,600237
2548,600487
2549,002570
2550,601965
2551,600557
2552,002747
2553,601789
2554,002823
2555,002234
2556,300689
2557,300160
2558,002585
2559,600415
2560,002593
2561,300273
2562,300713
2563,002787
2564,603429
2565,002055
2566,300316
2567,600816
2568,000561
2569,002057
2570,300615
2571,603002
2572,603595
2573,600067
2574,600571
2575,002339
2576,300432
2577,002506
2578,300676
2579,601969
2580,002017
2581,603157
2582,002801
2583,601126
2584,002555
2585,603987
2586,600375
2587,002897
2588,601919
2589,002430
2590,600405
2591,300481
2592,002177
2593,002083
2594,600242
2595,600884
2596,300584
2597,603387
2598,002806
2599,600708
2600,603616
2601,000401
2602,002313
2603,603588
2604,603676
2605,300178
2606,603388
2607,603189
2608,300318
2609,600981
2610,603277
2611,600693
2612,000988
2613,603129
2614,000830
2615,000969
2616,600517
2617,300221
2618,300152
2619,603660
2620,002698
2621,002268
2622,002858
2623,300407
2624,600577
2625,002727
2626,002132
2627,000421
2628,600456
2629,600019
2630,000760
2631,600707
2632,002549
2633,600831
2634,002443
2635,002766
2636,600323
2637,600885
2638,600630
2639,300011
2640,603009
2641,603633
2642,300675
2643,603021
2644,600336
2645,002220
2646,000536
2647,300148
2648,002789
2649,300124
2650,300364
2651,603533
2652,600830
2653,600188
2654,300415
2655,002449
2656,300517
2657,603228
2658,002775
2659,002106
2660,601688
2661,300528
2662,603316
2663,300284
2664,300383
2665,300627
2666,002712
2667,300319
2668,300438
2669,002245
2670,600109
2671,600723
2672,600743
2673,300218
2674,000709
2675,002364
2676,603466
2677,300126
2678,603859
2679,300365
2680,002518
2681,600008
2682,002690
2683,600426
2684,601005
2685,002218
2686,300070
2687,300433
2688,002653
2689,300309
2690,300033
2691,600641
2692,002527
2693,300570
2694,002021
2695,000739
2696,002623
2697,600125
2698,603717
2699,601117
2700,600526
2701,300591
2702,603828
2703,600385
2704,300027
2705,300150
2706,002282
2707,002410
2708,002663
2709,600231
2710,600652
2711,002089
2712,000921
2713,600490
2714,002842
2715,601718
2716,000407
2717,300421
2718,603707
2719,603177
2720,300313
2721,002138
2722,002346
2723,002470
2724,002689
2725,600363
2726,600879
2727,000027
2728,000803
2729,600152
2730,603669
2731,300127
2732,002762
2733,002569
2734,300537
2735,300156
2736,002849
2737,002134
2738,002405
2739,300145
2740,002758
2741,300187
2742,300014
2743,600623
2744,002635
2745,002036
2746,300295
2747,000820
2748,603444
2749,300445
2750,601222
2751,600755
2752,300172
2753,300303
2754,603326
2755,000565
2756,002455
2757,300265
2758,002577
2759,601003
2760,300661
2761,603506
2762,300207
2763,002645
2764,002074
2765,300478
2766,600999
2767,002250
2768,002868
2769,603160
2770,002247
2771,600346
2772,300431
2773,300292
2774,300043
2775,002390
2776,002273
2777,002267
2778,000530
2779,300663
2780,300063
2781,603899
2782,002124
2783,600187
2784,603023
2785,600110
2786,300541
2787,002388
2788,000657
2789,300030
2790,603197
2791,002431
2792,600739
2793,002554
2794,000966
2795,000933
2796,002672
2797,603022
2798,300349
2799,000430
2800,000717
2801,600029
2802,002298
2803,000544
2804,002802
2805,300285
2806,600240
2807,300012
2808,600381
2809,300242
2810,002171
2811,002392
2812,600683
2813,300018
2814,300486
2815,600995
2816,300264
2817,002535
2818,002436
2819,300293
2820,600745
2821,600712
2822,300677
2823,600260
2824,603861
2825,002559
2826,300163
2827,002850
2828,603056
2829,603578
2830,002287
2831,300246
2832,002242
2833,300412
2834,600282
2835,002738
2836,002315
2837,000887
2838,000712
2839,600569
2840,600284
2841,300085
2842,002654
2843,603025
2844,300551
2845,002030
2846,002573
2847,002466
2848,300695
2849,600115
2850,601139
2851,300618
2852,600555
2853,600272
2854,300157
2855,002104
2856,300399
2857,603976
2858,000068
2859,600616
2860,600640
2861,600667
2862,603939
2863,300530
2864,300164
2865,300374
2866,600238
2867,300278
2868,300680
2869,000062
2870,002757
2871,002627
2872,000935
2873,601888
2874,600516
2875,600965
2876,603960
2877,002657
2878,300718
2879,603118
2880,300469
2881,002805
2882,300192
2883,300595
2884,000007
2885,300058
2886,600771
2887,300327
2888,300450
2889,601600
2890,002841
2891,300532
2892,600536
2893,600793
2894,002226
2895,600466
2896,600730
2897,000856
2898,300440
2899,300424
2900,600139
2901,300213
2902,300380
2903,603686
2904,000567
2905,603180
2906,002355
2907,002564
2908,603233
2909,600579
2910,300711
2911,300522
2912,603896
2913,600232
2914,002169
2915,600535
2916,300307
2917,300543
2918,002463
2919,000708
2920,300459
2921,002909
2922,600704
2923,000514
2924,600361
2925,601900
2926,000968
2927,300059
2928,300136
2929,300073
2930,000509
2931,002322
2932,300052
2933,300502
2934,300494
2935,300024
2936,002658
2937,300717
2938,002080
2939,000973
2940,002444
2941,002837
2942,000733
2943,300054
2944,600980
2945,000948
2946,002599
2947,603380
2948,002167
2949,300062
2950,300427
2951,002195
2952,002176
2953,000531
2954,300540
2955,300228
2956,603283
2957,300084
2958,300078
2959,002708
2960,300655
2961,300007
2962,600895
2963,000851
2964,300608
2965,002531
2966,000546
2967,300297
2968,300167
2969,000925
2970,300037
2971,300417
2972,600222
2973,000099
2974,300315
2975,603638
2976,600469
2977,603993
2978,600645
2979,300567
2980,600462
2981,300256
2982,002409
2983,603890
2984,300384
2985,603936
2986,600635
2987,300461
2988,300625
2989,000555
2990,002901
2991,002419
2992,300311
2993,600797
2994,603679
2995,300262
2996,000002
2997,002331
2998,600277
2999,000632
3000,002670
3001,603559
3002,603028
3003,002368
3004,000735
3005,600476
3006,600967
3007,000960
3008,603183
3009,002011
3010,002223
3011,600867
3012,002818
3013,002241
3014,300019
3015,000997
3016,002816
3017,603602
3018,600760
3019,002845
3020,300386
3021,300708
3022,300269
3023,002197
3024,603083
3025,002127
3026,002236
3027,002038
3028,300336
3029,600209
3030,600088
3031,002917
3032,603110
3033,300234
3034,600715
3035,000792
3036,300079
3037,603036
3038,300635
3039,603138
3040,600581
3041,600770
3042,600292
3043,002008
3044,603757
3045,300248
3046,600549
3047,002715
3048,000426
3049,600689
3050,300250
3051,300639
3052,002105
3053,002311
3054,600841
3055,002264
3056,600850
3057,600917
3058,300739
3059,002465
3060,300068
3061,002238
3062,002327
3063,002175
3064,000909
3065,300159
3066,002452
3067,300610
3068,603806
3069,603042
3070,600801
3071,600634
3072,300389
3073,300010
3074,300579
3075,300571
3076,002119
3077,300133
3078,300560
3079,600449
3080,002396
3081,600416
3082,002896
3083,300597
3084,603958
3085,300394
3086,002367
3087,600756
3088,300174
3089,600446
3090,300227
3091,600896
3092,300446
3093,002467
3094,600183
3095,603901
3096,300226
3097,300224
3098,600192
3099,300601
3100,300251
3101,002296
3102,300334
3103,000498
3104,300709
3105,002756
3106,603916
3107,002836
3108,600498
3109,300005
3110,002544
3111,300360
3112,300020
3113,603007
3114,000762
3115,603598
3116,002620
3117,000786
3118,002117
3119,603090
3120,300333
3121,300453
3122,300203
3123,300367
3124,002156
3125,300480
3126,300678
3127,300215
3128,603963
3129,603507
3130,000613
3131,300465
3132,300616
3133,002510
3134,300245
3135,002351
3136,601238
3137,603096
3138,002642
3139,300463
3140,300112
3141,603181
3142,300322
3143,600136
3144,600584
3145,300419
3146,600962
3147,300503
3148,300730
3149,600520
3150,300588
3151,300299
3152,300582
3153,002362
3154,600718
3155,300490
3156,300359
3157,000923
3158,002546
3159,002497
3160,002626
3161,300055
3162,600100
3163,002902
3164,603127
3165,000977
3166,300102
3167,002911
3168,002583
3169,002705
3170,002148
3171,002460
3172,002417
3173,300413
3174,002731
3175,002526
3176,600845
3177,002065
3178,603108
3179,002456
3180,300301
3181,002343
3182,300141
3183,002070
3184,002773
3185,002636
3186,600720
3187,300358
3188,002513
3189,002336
3190,300613
3191,600355
3192,000823
3193,000672
3194,002893
3195,300552
3196,300563
3197,600585
3198,002232
3199,300379
3200,300520
3201,002923
3202,002454
3203,002908
3204,603477
3205,002822
3206,002383
3207,600333
3208,002261
3209,002829
3210,300401
3211,300710
3212,000014
3213,002590
3214,603607
3215,600330
3216,002724
3217,002611
3218,002416
3219,300181
3220,300244
3221,002139
3222,300436
3223,601111
3224,603198
3225,300109
3226,603232
3227,600602
3228,000607
3229,300205
3230,601116
3231,300475
3232,000021
3233,002895
3234,300015
3235,600061
3236,603608
3237,300562
3238,002821
3239,002788
3240,000782
3241,300324
3242,300605
3243,300404
3244,300712
3245,300378
3246,000682
3247,002205
3248,300477
3249,603801
3250,600587
3251,002158
3252,002869
3253,300277
3254,603881
3255,000026
3256,000987
3257,000692
3258,603937
3259,300252
3260,300471
3261,603557
3262,300725
3263,300222
3264,000572
3265,002507
3266,300531
3267,002717
3268,300484
3269,300572
3270,000732
3271,300339
3272,002551
3273,002828
3274,000070
3275,002123
3276,002281
3277,300288
3278,002222
3279,300066
3280,000532
3281,300620
3282,000807
3283,300368
3284,600903
3285,300077
3286,300075
3287,603186
3288,603518
3289,300650
3290,002230
3291,603039
3292,002446
3293,002376
3294,002049
3295,300287
3296,300044
3297,300558
3298,600588
3299,600038
3300,002323
3301,300468
3302,300350
3303,300348
3304,002859
3305,300162
3306,000993
3307,002401
3308,603168
3309,002474
3310,603658
3311,002110
3312,300220
3313,603933
3314,601086
3315,300638
3316,002696
3317,600171
3318,603103
3319,300467
3320,300649
3321,002472
3322,002280
3323,000789
3324,300366
3325,600696
3326,002920
3327,300553
3328,300100
3329,600172
3330,300170
3331,300025
3332,603223
3333,300231
3334,600206
3335,300310
3336,002476
3337,601012
3338,300559
3339,300009
3340,002767
3341,300545
3342,002185
3343,300515
3344,300115
3345,002356
3346,002192
3347,300353
3348,300685
3349,600093
3350,300183
3351,603050
3352,300035
3353,002649
3354,600703
3355,603005
3356,300050
3357,601100
3358,603305
3359,300557
3360,002439
3361,600539
3362,603322
3363,300548
3364,002063
3365,002402
3366,002179
3367,300188
3368,600410
3369,002025
3370,300525
3371,603421
3372,300099
3373,603289
3374,300590
3375,000938
3376,603929
3377,600986
3378,002703
3379,300053
3380,300209
3381,603986
3382,002906
3383,000932
3384,300161
3385,002422
3386,000585
3387,002671
3388,300693
3389,002491
3390,300632
3391,603829
3392,300542
3393,300373
3394,300686
3395,000586
3396,300097
3397,300122
3398,603883
3399,603767
3400,300612
3401,300508
3402,002095
3403,002795
3404,002334
3405,000681
3406,300017
3407,300403
3408,002877
3409,603628
3410,300642
3411,300104
3412,300274
3413,300229
3414,600458
3415,300698
3416,603918
3417,603286
3418,002208
3419,002153
3420,300051
3421,600776
3422,002079
3423,300168
3424,600271
3425,300609
3426,300451
3427,002625
3428,002643
3429,600560
3430,300735
3431,300300
3432,300356
3433,600570
3434,000693
3435,603081
3436,600191
3437,600499
3438,600608
3439,002668
3440,300466
3441,002427
3442,300720
3443,600728
3444,300377
3445,300259
3446,002279
3447,300648
3448,002916
3449,000882
3450,300113
3451,300633
3452,002815
3453,300140
3454,300631
3455,002289
3456,300302
3457,002141
3458,002629
3459,002655
3460,002813
3461,300098
3462,300390
3463,300476
3464,002782
3465,300047
3466,300166
3467,600444
3468,300323
3469,000920
3470,603386
3471,300493
3472,002137
3473,603488
3474,300449
3475,300688
3476,000936
3477,603367
3478,300352
3479,603029
3480,600860
3481,603727
3482,300271
3483,300619
3484,002927
3485,600507
3486,002213
3487,000703
3488,300682
3489,300496
3490,300418
3491,600769
3492,300507
3493,002545
3494,002881
3495,002184
3496,002575
3497,603032
3498,000533
3499,300116
3500,600157
3501,000950
3502,000629
3503,000511
3504,603897
3505,603876
3506,603773
3507,603733
3508,603596
3509,603301
3510,600806
3511,600432
3512,300742
