code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
000908,景峰医药,化学制药,湖南,39.15,5.51,8.8,519593.91,299628.31,69664.06,73096.36,0.83,0.117,2.63,2.32,19990203,108590.86,1.23,-3.39,-38.41,75.05,7.39,25389.0
600354,敦煌种业,种植业,甘肃,26.84,4.48,5.28,270930.78,165558.77,54162.93,90230.86,1.71,0.235,1.93,4.36,20040115,-44267.8,-0.84,-5.76,170.42,-10.29,61.38,63725.0
000852,石化机械,化工机械,湖北,639.86,5.98,5.98,699699.06,542522.56,130749.72,98809.59,1.65,0.016,2.94,3.42,19981126,-1570.87,-0.03,15.96,101.14,20.27,0.24,49856.0
600929,湖南盐业,食品,湖南,59.91,1.5,9.18,310491.63,78859.31,139873.81,24281.5,0.26,0.174,2.35,4.43,20180326,71625.13,0.78,1.3,15.06,47.71,7.24,140295.0
000019,深深宝Ａ,软饮料,深圳,0.0,4.16,4.97,113233.67,57844.8,31870.65,36717.2,0.74,-0.053,1.96,6.82,19921012,5558.12,0.11,1.93,4.25,23.74,-11.44,73914.0
002848,高斯贝尔,通信设备,湖南,264.21,0.83,1.67,130605.22,106262.07,12566.7,7380.95,0.44,0.042,3.64,4.06,20170213,34226.55,2.05,2.79,-79.61,22.16,0.93,17355.0
000790,泰合健康,中成药,四川,22.85,4.3,4.31,132605.77,102912.13,23925.25,3958.06,0.09,0.398,1.95,4.68,19980327,26765.95,0.62,2.74,108.09,52.63,29.05,44652.0
002112,三变科技,电气设备,浙江,0.0,1.83,2.02,118925.11,82502.88,20216.7,8691.46,0.43,-0.271,2.24,4.71,20070208,12680.44,0.63,-4.19,-393.12,11.93,-14.66,15720.0
600721,百花村,生物制药,新疆,46.3,3.03,4.0,275831.75,65173.55,11087.35,232218.2,5.8,0.174,5.88,1.83,19960626,-37280.15,-0.93,-21.98,-34.41,37.93,21.56,12537.0
002012,凯恩股份,造纸,浙江,117.31,4.68,4.68,177738.52,96537.03,56808.78,27219.95,0.58,0.065,2.59,2.97,20040705,39898.01,0.85,9.1,252.33,24.47,2.98,21611.0
000153,丰原药业,化学制药,安徽,35.47,3.12,3.17,274516.63,146790.27,81265.57,47792.53,1.51,0.19,3.86,2.33,20000920,30704.34,0.97,32.6,40.11,27.23,3.37,35675.0
300504,天邑股份,通信设备,四川,29.12,0.67,2.67,196783.86,0.0,0.0,0.0,0.0,0.86,4.23,5.92,20180330,0.0,0.0,31.67,51.32,0.0,9.76,126696.0
300452,山河药辅,化学制药,安徽,53.83,0.42,0.93,63151.23,37576.51,13037.46,12813.41,1.38,0.367,4.76,5.53,20150515,19389.65,2.09,12.16,-5.22,31.08,14.91,9981.0
300723,一品红,化学制药,广东,49.46,0.4,1.6,80522.63,45895.98,15955.37,5294.9,0.33,0.688,7.01,6.47,20171116,26448.46,1.65,0.0,0.0,55.82,10.61,21762.0
000813,德展健康,化学制药,新疆,24.78,10.81,22.41,457769.19,392299.59,30516.31,71024.11,0.32,0.283,1.96,4.77,19980519,270534.25,1.21,29.09,21.85,87.69,46.51,21773.0
300341,麦迪电气,电气设备,福建,41.51,3.71,5.1,123407.32,80978.38,22206.56,8155.86,0.16,0.171,2.06,4.6,20120726,39282.62,0.77,10.92,23.83,41.49,15.19,17848.0
603214,爱婴室,百货,上海,40.86,0.25,1.0,76961.15,61297.16,7078.72,2911.81,0.29,0.936,4.99,7.66,20180330,25456.17,2.55,14.06,26.47,28.41,5.18,26639.0
300727,润禾材料,化工原料,浙江,91.0,0.24,0.98,43196.92,25291.61,12968.0,10365.67,1.06,0.355,4.76,9.05,20171127,8362.07,0.86,0.0,0.0,29.56,10.75,50562.0
603336,宏辉果蔬,农业综合,广东,69.89,0.53,1.33,80048.56,63257.68,11486.66,28924.35,2.17,0.475,5.83,5.69,20161124,33612.6,2.52,1.18,4.47,16.93,9.25,18202.0
002900,哈三联,化学制药,黑龙江,42.11,0.53,2.11,218330.45,136798.06,68109.99,116598.36,5.52,0.8,8.7,3.85,20170922,34533.82,1.64,0.0,0.0,68.8,18.87,50263.0
300598,诚迈科技,软件服务,江苏,114.72,0.48,0.8,50291.42,41482.05,697.02,17531.67,2.19,0.31,5.42,8.37,20170120,16234.65,2.03,-4.56,-27.72,31.95,6.5,9562.0
603080,新疆火炬,供气供热,新疆,79.48,0.36,1.42,61963.46,18803.98,25854.02,8874.42,0.63,0.35,4.65,7.97,20180103,27681.71,1.96,0.0,0.0,41.34,22.88,35780.0
300354,东华测试,电器仪表,江苏,1077.52,0.73,1.38,38470.78,24574.52,6375.35,11112.37,0.8,0.01,2.5,5.72,20120920,7954.55,0.57,2.32,20.28,57.73,1.66,9942.0
002890,弘宇股份,农用机械,山东,48.24,0.17,0.67,59932.63,41328.84,15035.15,20516.05,3.08,0.72,7.55,4.94,20170802,20589.6,3.09,0.0,0.0,29.45,15.82,10636.0
002930,宏川智慧,仓储物流,广东,51.97,0.61,2.43,187270.8,13539.2,103894.4,60574.51,2.49,0.381,6.54,3.03,20180328,38270.21,1.57,-0.74,10.33,56.59,25.41,115451.0
300653,正海生物,医疗保健,山东,70.89,0.2,0.8,53081.6,45645.28,2500.0,26941.81,3.37,0.86,6.04,9.05,20170516,12030.73,1.5,21.35,35.63,93.67,33.74,9133.0
300684,中石科技,化工原料,北京,88.74,0.22,0.87,83437.31,56011.8,24528.76,24729.46,2.85,1.26,6.38,13.17,20171227,20423.99,2.35,187.49,123.06,36.42,14.42,45560.0
603516,淳中科技,通信设备,北京,57.63,0.23,0.94,29737.55,0.0,0.0,0.0,0.0,0.771,3.89,15.22,20180202,0.0,0.0,0.0,0.0,0.0,38.54,25503.0
300705,九典制药,化学制药,湖南,74.33,0.29,1.17,76920.25,51869.26,13084.78,39612.62,3.38,0.72,5.63,7.72,20171010,12709.62,1.08,42.01,25.76,51.93,12.83,21243.0
300624,万兴科技,软件服务,西藏,158.29,0.2,0.8,27383.02,8821.16,0.0,0.0,0.0,0.657,4.28,32.39,20180118,0.0,0.0,0.0,0.0,0.0,15.58,40002.0
603722,阿科力,化工原料,江苏,76.42,0.22,0.87,46842.09,14853.99,11813.88,5405.39,0.62,0.469,4.57,10.45,20171025,16452.42,1.9,0.0,0.0,31.51,19.23,24007.0
300670,大烨智能,电气设备,江苏,72.84,0.27,1.08,69398.42,59512.13,6638.05,29081.6,2.69,0.37,5.31,5.63,20170703,14113.52,1.31,0.0,0.0,31.06,15.77,13484.0
300550,和仁科技,软件服务,浙江,131.85,0.29,0.83,64310.05,46295.26,11198.33,22678.3,2.73,0.26,6.31,6.92,20161018,16811.01,2.02,10.76,-41.18,49.94,11.81,14628.0
300363,博腾股份,化学制药,重庆,60.67,3.08,4.24,264630.97,71534.78,138801.11,25933.42,0.61,0.167,3.24,4.18,20140129,61335.15,1.45,-9.24,-41.43,39.73,8.56,19226.0
002931,锋龙股份,汽车配件,浙江,36.4,0.22,0.89,33967.37,20617.76,10713.78,5462.35,0.61,0.538,3.32,5.89,20180403,9271.44,1.04,24.62,12.35,35.62,15.26,46005.0
002865,钧达股份,汽车配件,海南,42.86,0.3,1.2,171919.19,107357.55,36469.76,36773.15,3.06,0.61,7.04,3.42,20170425,33302.15,2.78,24.96,20.97,24.6,5.85,14700.0
002613,北玻股份,专用机械,河南,0.0,5.38,9.37,218388.77,138362.45,54190.07,22064.7,0.24,-0.027,1.58,2.37,20110830,25437.1,0.27,17.02,-228.41,22.94,-3.35,36135.0
002438,江苏神通,机械基件,江苏,71.62,3.57,4.86,278398.44,170904.7,56753.55,81545.8,1.68,0.078,3.54,2.11,20100623,35265.48,0.73,21.25,18.18,35.37,7.33,24141.0
000788,北大医药,化学制药,重庆,118.49,5.59,5.96,213348.05,189873.69,15895.25,19917.28,0.33,0.049,1.97,3.96,19970616,33800.96,0.57,20.5,96.73,23.77,1.82,29847.0
002888,惠威科技,元器件,广东,93.33,0.21,0.83,48446.95,34660.01,12135.75,18065.27,2.17,0.47,5.22,7.23,20170721,15469.1,1.86,8.37,-9.27,38.32,12.74,10500.0
002886,沃特股份,塑料,深圳,76.17,0.2,0.78,93035.74,70320.63,16038.97,31174.06,3.97,0.347,8.01,4.4,20170627,20522.03,2.62,0.0,0.0,17.9,5.22,11616.0
002864,盘龙药业,中成药,陕西,137.46,0.22,0.87,54193.88,33766.15,10398.67,10890.53,1.26,0.382,8.34,8.39,20171116,17190.42,1.98,0.0,0.0,69.51,12.11,19315.0
603356,华菱精工,机械基件,安徽,52.7,0.33,1.33,52746.38,32024.01,0.0,0.0,0.0,0.365,3.3,7.77,20180124,0.0,0.0,0.0,0.0,0.0,10.2,33471.0
300722,新余国科,专用机械,江西,84.02,0.2,0.8,56073.28,32803.6,18675.75,20440.96,2.56,0.73,4.81,9.76,20171110,8086.72,1.01,9.88,30.69,46.49,22.37,14889.0
300634,彩讯股份,软件服务,深圳,67.2,0.4,4.0,100621.55,65063.45,1320.74,26752.97,0.67,0.329,2.43,9.1,20180323,19710.35,0.49,33.46,44.54,48.01,21.36,77432.0
300696,爱乐达,航空,四川,112.19,0.17,0.69,72619.96,53274.55,14581.25,48251.71,7.0,0.71,10.13,8.16,20170822,9670.87,1.4,0.0,0.0,71.14,52.0,14938.0
603396,金辰股份,专用机械,辽宁,41.82,0.19,0.76,144404.7,120942.6,16096.63,45521.01,6.02,1.27,10.93,3.86,20171018,26411.9,3.5,33.17,16.48,44.26,13.34,12745.0
000676,智度股份,互联网,河南,28.74,3.16,9.66,739888.38,436524.06,917.24,350194.59,3.63,0.342,5.05,2.59,19961224,37842.05,0.39,199.99,119.79,12.77,7.46,40598.0
600598,北大荒,种植业,黑龙江,29.1,17.78,17.78,764695.81,307047.13,326185.78,242022.13,1.36,0.439,3.39,3.77,20020329,44157.84,0.25,-3.31,6.11,85.86,26.07,92049.0
300637,扬帆新材,化工原料,浙江,47.97,0.3,1.23,66780.71,46514.07,16618.9,29738.9,2.41,0.45,4.57,5.44,20170412,10421.7,0.85,0.0,0.0,31.24,14.82,11360.0
603718,海利生物,生物制药,上海,64.69,3.05,6.44,158691.55,82785.31,35771.4,14694.34,0.23,0.13,1.61,6.96,20150515,18601.82,0.29,-4.66,17.6,79.35,35.15,18900.0
603648,畅联股份,仓储物流,上海,49.05,0.92,3.69,181480.97,129244.95,28878.7,90418.13,2.45,0.43,4.14,5.14,20170913,20402.98,0.55,0.0,0.0,27.63,13.54,58370.0
603161,科华控股,汽车配件,江苏,34.64,0.33,1.33,174029.09,75809.77,50636.46,23224.47,1.74,0.582,6.29,4.27,20180105,26920.22,2.02,0.0,0.0,32.26,12.35,34092.0
300414,中光防雷,元器件,四川,101.23,0.84,1.71,96718.18,82901.55,6622.06,27226.39,1.59,0.225,4.71,4.84,20150513,32090.75,1.88,15.19,-33.37,31.12,10.57,14700.0
300589,江龙船艇,船舶,广东,87.45,0.33,1.13,64273.42,36959.26,17467.78,8856.01,0.79,0.191,2.63,8.45,20170113,8688.26,0.77,2.67,6.39,21.41,7.42,17818.0
603229,奥翔药业,化学制药,浙江,76.88,0.4,1.6,68624.13,45903.0,14470.87,22864.82,1.43,0.23,3.4,5.97,20170509,14151.7,0.88,0.0,0.0,60.63,22.65,14088.0
002722,金轮股份,纺织机械,江苏,31.17,1.11,1.75,258335.59,149728.13,28147.71,111009.1,6.33,0.536,9.87,2.26,20140128,39624.39,2.26,16.12,-6.0,19.85,6.2,38292.0
300526,中潜股份,专用机械,广东,66.62,0.6,1.71,78667.57,22997.17,7618.03,8742.91,0.51,0.2,3.06,5.62,20160802,22937.06,1.34,5.95,43.56,31.6,11.81,17055.0
002693,双成药业,化学制药,海南,0.0,4.03,4.05,134617.66,31605.8,39839.4,33829.71,0.84,-0.024,1.48,5.14,20120808,-20243.97,-0.5,58.97,95.69,65.37,-5.99,24656.0
000411,英特集团,医药商业,浙江,66.45,2.07,2.07,896537.69,811661.44,53059.98,3339.98,0.16,0.291,3.94,6.54,19960716,55225.36,2.66,9.07,1.22,5.5,0.43,7427.0
600220,江苏阳光,纺织,江苏,50.0,17.83,17.83,451140.84,199144.3,170175.47,0.0,0.0,0.044,1.14,2.57,19990927,9618.42,0.05,2.44,-40.2,23.74,4.9,132874.0
603985,恒润股份,机械基件,江苏,34.91,0.2,0.8,116917.57,75821.02,30445.21,60173.8,7.52,0.92,12.2,3.04,20170505,28586.64,3.57,0.0,0.0,31.6,11.84,12948.0
601069,西部黄金,黄金,新疆,690.24,6.36,6.36,247490.3,66172.1,114250.17,50813.8,0.8,0.034,2.64,8.96,20150122,46107.21,0.72,25.08,-82.77,28.61,1.57,75735.0
603156,养元饮品,软饮料,河北,17.76,0.43,5.38,1119011.13,913437.13,66053.61,0.0,0.0,4.67,13.64,5.59,20180212,655104.75,12.18,-13.03,-15.72,47.85,29.84,41616.0
300701,森霸股份,元器件,河南,73.94,0.2,0.8,45834.53,39986.73,4519.26,22313.09,2.79,0.92,5.46,10.16,20170915,11183.82,1.4,14.14,28.2,53.57,33.85,14055.0
600359,新农开发,农业综合,新疆,105.22,3.82,3.82,297726.88,195241.63,32050.9,93332.75,2.45,0.051,1.78,4.04,19990429,-69860.85,-1.83,-10.12,116.8,6.25,2.18,47554.0
603535,嘉诚国际,仓储物流,广东,31.79,0.38,1.5,171046.63,107917.27,36970.78,63360.6,4.21,0.95,9.17,2.74,20170808,51971.03,3.46,20.47,14.32,23.11,11.49,18263.0
002462,嘉事堂,医药商业,北京,24.66,2.49,2.51,864357.81,747192.5,34442.8,73715.96,2.94,0.8,8.8,2.99,20100818,105912.35,4.23,29.02,17.76,9.42,1.96,13868.0
600371,万向德农,种植业,黑龙江,61.62,2.25,2.25,78648.61,51670.28,12651.96,3443.71,0.15,0.148,1.98,6.16,20020916,14187.8,0.63,-11.62,10.27,35.2,20.49,20785.0
600809,山西汾酒,白酒,山西,46.85,8.66,8.66,857578.38,590207.38,165889.47,24220.68,0.28,0.93,5.89,9.87,19940106,346454.78,4.0,42.8,78.54,69.39,16.59,31945.0
002304,洋河股份,白酒,江苏,22.57,12.4,15.07,3955368.0,2526792.25,784142.25,74170.4,0.49,3.704,18.89,5.9,20091106,2546643.0,16.9,15.08,15.34,62.25,33.07,20791.0
002921,联诚精密,汽车配件,山东,61.88,0.2,0.8,91568.06,40872.6,37956.15,24143.13,3.02,0.461,7.29,5.21,20171227,13568.35,1.7,0.0,0.0,26.63,8.21,40000.0
600844,丹化科技,化工原料,上海,23.65,8.23,10.17,380662.91,80162.24,240995.22,176197.75,1.73,0.262,2.09,2.96,19940311,-71230.18,-0.7,86.98,261.94,41.0,19.99,39600.0
600391,航发科技,航空,四川,152.69,3.3,3.3,581478.44,365343.31,180515.48,101153.42,3.06,0.142,5.41,4.01,20011212,34314.19,1.04,6.26,10.16,19.44,2.08,46129.0
603369,今世缘,白酒,江苏,20.47,12.55,12.55,656467.25,445769.91,77894.7,74271.4,0.59,0.618,4.1,4.11,20140703,281498.5,2.24,16.14,20.01,71.15,32.42,40782.0
603617,君禾股份,专用机械,浙江,43.22,0.25,1.0,57884.06,42049.15,12312.37,19398.45,1.94,0.48,4.55,5.29,20170703,14454.92,1.45,0.0,0.0,26.24,9.71,11297.0
300107,建新股份,化工原料,河北,60.15,3.28,5.47,108388.47,62007.26,43833.09,17419.85,0.32,0.159,1.8,5.33,20100820,23334.4,0.43,61.8,282.7,33.25,16.25,36558.0
300194,福安药业,化学制药,重庆,25.31,5.85,11.9,468880.94,147202.31,97140.57,223090.27,1.88,0.239,3.51,1.73,20110322,69221.25,0.58,61.2,28.32,56.41,13.62,25804.0
300672,国科微,半导体,湖南,1366.77,0.28,1.12,96894.68,71145.5,7825.18,69048.31,6.18,0.05,8.66,8.55,20170712,10634.24,0.95,0.0,0.0,48.04,2.52,15712.0
300272,开能环保,环境保护,上海,47.6,2.38,3.98,248395.34,81294.43,59187.4,36966.39,0.93,0.155,2.37,4.16,20111102,12342.16,0.31,9.95,3.18,36.12,12.97,18704.0
002910,庄园牧场,乳制品,甘肃,66.88,0.47,1.87,180371.77,87209.15,62579.91,50879.06,2.72,0.46,6.02,4.05,20171031,39948.32,2.13,-5.62,-9.96,30.71,10.88,27589.0
002041,登海种业,种植业,山东,67.32,8.74,8.8,422579.0,341218.63,54356.38,2931.68,0.03,0.129,3.19,3.63,20050418,163764.55,1.86,-37.71,-52.26,45.15,23.0,45681.0
002847,盐津铺子,食品,湖南,46.69,0.35,1.24,86394.78,42152.62,28540.26,28964.47,2.34,0.45,4.7,5.73,20170208,15336.55,1.24,11.21,-13.48,47.74,9.83,21273.0
603988,中电电机,电气设备,江苏,118.54,1.2,1.2,84765.9,69077.21,5829.64,32804.26,2.73,0.201,5.48,5.79,20141104,22334.89,1.86,20.33,-2.1,32.44,11.55,5315.0
600596,新安股份,农药化肥,浙江,31.11,6.79,7.06,866777.19,349539.91,303296.16,85932.8,1.22,0.34,6.12,2.22,20010906,227665.16,3.22,9.68,1935.53,16.49,4.23,58900.0
600988,赤峰黄金,黄金,内蒙,50.76,12.21,14.26,496425.75,245106.92,104374.78,94361.81,0.66,0.107,1.84,3.93,20040414,95607.02,0.67,36.54,0.26,22.79,8.45,85647.0
300184,力源信息,元器件,湖北,23.49,3.01,6.58,633954.25,365065.22,21589.78,309016.41,4.69,0.46,6.39,1.99,20110222,41206.3,0.63,479.68,638.03,7.62,4.48,32000.0
603363,傲农生物,饲料,福建,84.89,0.6,4.26,253808.34,117686.9,71882.36,19540.35,0.46,0.29,1.92,11.19,20170926,17489.06,0.41,-1.52,18.32,18.86,2.21,31735.0
603101,汇嘉时代,百货,新疆,27.28,0.72,2.4,212016.34,46711.28,80798.71,43718.01,1.82,0.392,5.35,2.66,20160506,57169.38,2.38,10.84,55.46,16.84,4.44,23329.0
600058,五矿发展,商贸代理,北京,347.24,10.72,10.72,2149825.25,1783269.63,132528.2,417867.06,3.9,0.032,7.03,1.59,19970528,-119291.77,-1.11,44.92,19.19,3.58,0.06,75300.0
603661,恒林股份,家居用品,浙江,24.72,0.25,1.0,124673.0,74874.81,29997.81,1315.32,0.13,1.636,10.82,4.98,20171121,68554.25,6.86,0.0,0.0,27.36,11.47,26922.0
000713,丰乐种业,种植业,安徽,0.0,2.99,2.99,242220.2,144196.31,41172.68,50490.98,1.69,-0.135,4.47,1.66,19970422,37327.92,1.25,39.63,48.21,8.98,-4.35,33561.0
603399,吉翔股份,小金属,辽宁,82.58,4.99,5.47,359246.19,200052.23,38596.69,168338.56,3.08,0.18,3.59,5.23,20120824,9684.51,0.18,54.88,255.61,8.46,6.15,20139.0
300731,科创新源,橡胶,深圳,55.56,0.22,0.87,26369.38,23502.03,1737.75,9434.82,1.08,0.532,3.37,11.7,20171208,5390.14,0.62,0.0,0.0,48.54,25.94,45956.0
002830,名雕股份,装修装饰,深圳,107.9,0.4,1.33,103652.86,81631.32,10682.36,15653.92,1.17,0.146,4.29,4.91,20161213,25394.47,1.9,9.85,12.22,29.88,4.03,13733.0
300286,安科瑞,电器仪表,上海,28.59,1.1,1.45,88406.06,61824.48,18164.01,21699.21,1.5,0.67,4.66,4.02,20120113,29060.8,2.01,23.08,18.04,53.61,23.33,10003.0
300294,博雅生物,生物制药,江西,49.14,3.26,4.01,297188.34,139064.02,31457.99,105598.7,2.63,0.557,5.71,6.4,20120308,76186.21,1.9,28.43,24.42,68.14,26.62,20854.0
603605,珀莱雅,日用化工,浙江,37.22,0.5,2.0,176726.31,92891.28,26144.46,13368.42,0.67,0.629,4.57,6.82,20171115,37375.73,1.87,0.0,0.0,62.7,10.36,48130.0
300443,金雷风电,专用机械,山东,21.22,1.28,2.38,172284.23,114292.76,43671.3,68372.13,2.87,0.533,6.71,2.25,20150422,61388.26,2.58,17.85,-4.19,41.35,25.96,19851.0
600702,舍得酒业,白酒,四川,100.08,3.37,3.37,433225.91,337385.28,49040.21,83578.17,2.48,0.283,7.21,5.24,19960524,101150.4,3.0,13.1,74.2,75.34,7.68,23593.0
300556,丝路视觉,软件服务,深圳,194.36,0.62,1.15,55697.05,47118.5,3596.03,18538.51,1.61,0.11,3.7,7.26,20161104,8906.71,0.78,24.12,2.29,40.22,3.51,13819.0
300673,佩蒂股份,饲料,浙江,50.12,0.2,0.8,97686.93,74957.63,12127.11,58399.8,7.3,0.95,10.61,4.8,20170711,13080.0,1.64,0.0,0.0,34.65,14.41,6783.0
002915,中欣氟材,化工原料,浙江,99.78,0.28,1.12,48299.94,19818.9,24447.76,4363.41,0.39,0.312,4.05,10.24,20171205,14747.07,1.32,0.0,0.0,29.18,12.97,20682.0
600345,长江通信,通信设备,湖北,23.2,1.98,1.98,169018.81,41290.28,3424.15,39544.65,2.0,0.996,7.45,4.14,20001222,57008.57,2.88,-50.83,277.92,8.39,100.98,28911.0
300308,中际旭创,电气设备,山东,219.05,2.16,4.74,749689.25,415527.41,108694.82,352384.53,7.44,0.47,8.92,8.73,20120410,16554.0,0.35,1278.85,2943.7,27.32,11.08,5902.0
603500,祥和实业,运输设备,浙江,40.35,0.32,1.26,84469.34,68559.8,10167.76,50089.93,3.98,0.58,6.07,3.99,20170904,12608.44,1.0,0.0,0.0,51.68,27.87,24404.0
600085,同仁堂,中成药,北京,50.43,13.71,13.71,1870813.25,1468316.75,195157.86,200615.31,1.46,0.742,6.14,6.1,19970625,440313.56,3.21,10.63,9.02,46.24,7.61,61900.0
300692,中环环保,环境保护,安徽,88.81,0.27,1.07,107113.82,31816.8,4916.14,41560.71,3.9,0.57,6.54,6.45,20170821,16812.42,1.58,30.72,9.74,39.7,21.8,22671.0
300514,友讯达,通信设备,深圳,71.54,0.25,1.0,68944.21,66716.28,1369.74,21389.97,2.14,0.53,4.86,9.28,20170426,13530.61,1.35,0.0,0.0,41.98,13.49,11522.0
600315,上海家化,日用化工,上海,70.45,6.71,6.72,960395.88,436999.09,29706.28,87772.18,1.31,0.58,7.98,5.12,20010315,337572.59,5.03,8.82,93.95,64.93,6.01,23100.0
600779,水井坊,白酒,四川,67.6,4.89,4.89,247325.38,181354.06,42349.55,39950.6,0.82,0.498,3.05,14.74,19961206,24450.48,0.5,85.18,63.22,78.88,16.54,29572.0
600529,山东药玻,医疗保健,山东,24.34,2.57,3.04,411111.66,268037.25,123591.75,120485.92,3.97,0.657,10.5,2.03,20020603,141097.06,4.65,17.75,53.62,32.35,11.71,12520.0
600313,农发种业,种植业,北京,0.0,9.94,10.82,406565.88,263185.47,79112.86,41880.46,0.39,-0.04,1.51,2.49,20010119,11688.96,0.11,-18.86,-375.61,4.28,-1.85,45904.0
000061,农 产 品,农业综合,深圳,3561.35,16.9,16.97,1789844.75,305162.38,190585.5,266186.94,1.57,0.002,2.83,2.66,19970110,21993.5,0.13,17.6,-98.74,34.69,0.16,51094.0
603016,新宏泰,电气设备,江苏,68.93,0.7,1.49,91675.95,74875.85,11421.01,27593.13,1.85,0.228,5.39,3.89,20160701,33017.42,2.22,1.1,-30.56,39.74,11.84,18682.0
002035,华帝股份,家用电器,广东,38.92,5.21,5.82,393989.56,286361.88,55301.11,21978.92,0.38,0.536,3.74,7.43,20040901,99743.09,1.71,30.94,54.91,44.2,7.63,10192.0
601952,苏垦农发,种植业,江苏,25.44,2.6,10.6,618453.5,471937.16,121116.27,231411.91,2.18,0.42,4.75,2.61,20170515,148163.52,1.4,0.0,0.0,20.54,13.77,80260.0
603656,泰禾光电,专用机械,安徽,36.42,0.45,1.06,94362.4,80078.4,11130.99,36806.35,3.46,0.88,7.78,3.85,20170321,31051.58,2.92,3.91,4.54,54.67,22.71,10264.0
603630,拉芳家化,日用化工,广东,32.05,0.63,1.74,183306.63,160272.52,7020.49,86962.31,4.99,0.62,9.51,2.54,20170313,56125.71,3.22,0.0,0.0,59.07,13.69,26186.0
600207,安彩高科,元器件,河南,965.02,6.9,8.63,232798.72,109059.7,71565.28,288135.69,3.34,0.011,2.21,4.6,19990714,-223097.55,-2.59,6.01,-4.87,12.07,0.46,43800.0
603368,柳州医药,医药商业,广西,24.19,1.46,1.85,755404.94,678549.44,42750.6,214659.22,11.6,2.169,18.87,2.78,20141204,103263.13,5.58,24.97,25.04,9.61,4.25,19388.0
002480,新筑股份,机械基件,四川,415.03,6.41,6.54,558661.75,315167.53,151053.72,147792.63,2.26,0.019,3.56,2.22,20100921,16870.35,0.26,9.26,-33.4,20.02,0.75,33649.0
600316,洪都航空,航空,江西,323.96,7.17,7.17,954813.38,504376.34,201279.8,314009.31,4.38,0.043,6.84,2.03,20001215,69904.46,0.97,-31.25,177.89,7.72,1.21,55900.0
000507,珠海港,港口,广东,52.33,7.72,7.9,591520.06,104033.53,253373.52,78896.82,1.0,0.178,3.47,2.68,19930326,102205.55,1.29,3.3,34.92,24.16,7.56,125838.0
002740,爱迪尔,服饰,深圳,46.29,1.53,3.31,259565.47,231627.09,4964.9,62734.32,1.9,0.183,4.48,1.89,20150122,46834.31,1.42,55.64,4.4,8.91,3.27,24400.0
300706,阿石创,元器件,福建,132.75,0.2,0.78,54618.32,38031.87,12351.55,23252.9,2.97,0.59,5.2,15.07,20170926,8514.05,1.09,0.0,0.0,36.42,19.94,14685.0
600108,亚盛集团,农业综合,甘肃,92.83,19.47,19.47,790822.25,304209.88,128270.13,53094.75,0.27,0.032,2.42,1.62,19970818,179979.91,0.92,-14.2,13.74,26.58,4.9,167903.0
603798,康普顿,石油加工,山东,24.12,0.85,2.0,98182.5,58316.11,31600.55,26247.93,1.31,0.483,4.11,3.78,20160406,31598.49,1.58,12.21,1.94,32.92,13.94,12234.0
603970,中农立华,其他商业,北京,42.29,0.33,1.33,239227.95,214653.55,5559.5,540.77,0.04,0.544,3.78,8.12,20171116,21996.17,1.65,0.0,0.0,11.33,2.51,35402.0
600409,三友化工,化工原料,河北,9.66,18.5,20.64,2361229.5,687980.75,1334130.25,354488.22,1.72,0.76,4.65,1.96,20030618,367263.28,1.78,32.61,156.71,27.28,9.82,65499.0
300658,延江股份,纺织,福建,30.29,0.25,1.0,102833.86,76468.99,16517.01,45475.94,4.55,1.01,7.51,3.64,20170602,17214.6,1.72,23.18,0.79,33.61,12.21,10087.0
002878,元隆雅图,文教休闲,北京,49.07,0.19,0.77,64056.46,61544.55,2195.7,27841.66,3.63,0.79,6.76,6.51,20170606,12602.85,1.65,0.0,0.0,24.59,8.96,11903.0
000895,双汇发展,食品,河南,19.56,32.99,33.0,2308906.5,1001653.5,1149980.75,188505.34,0.57,1.309,4.43,5.78,19981210,760197.06,2.3,-2.65,-1.95,18.91,8.56,56183.0
600887,伊利股份,乳制品,内蒙,27.47,60.33,60.78,4713239.5,2853463.25,1293204.63,277280.72,0.46,0.812,3.98,7.48,19960312,1358262.25,2.23,13.51,12.47,37.92,9.47,177933.0
300600,瑞特股份,电气设备,江苏,41.17,0.41,1.0,102969.43,71379.78,16680.42,38101.45,3.81,0.854,8.87,5.29,20170125,34935.68,3.49,10.92,-0.57,52.29,26.37,9407.0
300719,安达维尔,航空,北京,57.16,0.42,1.68,111330.52,99828.74,9335.78,51440.21,3.06,0.69,5.72,5.34,20171109,26470.75,1.58,10.59,-1.52,53.67,20.42,29306.0
300189,神农基因,种植业,海南,0.0,8.82,10.24,260142.09,166160.41,29938.77,28040.91,0.27,-0.012,1.38,3.14,20110316,9359.57,0.09,148.66,49.13,12.07,-1.2,62017.0
603611,诺力股份,运输设备,浙江,25.23,1.6,1.91,287073.56,193337.69,24429.82,82941.86,4.33,0.64,8.04,2.61,20150128,54140.55,2.83,54.76,-0.78,23.78,7.84,14376.0
002358,森源电气,电气设备,河南,30.36,9.1,9.3,865328.63,726005.0,102939.31,239045.59,2.57,0.446,5.23,3.46,20100210,138657.55,1.49,25.51,40.3,25.44,14.94,43318.0
