code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
002674,兴业科技,纺织,福建,71.97,2.4,3.02,264814.56,194726.22,54408.93,135796.22,4.49,0.149,7.78,1.38,20120507,59482.3,1.97,-17.66,-28.49,8.33,2.14,11157.0
600876,洛阳玻璃,玻璃,河南,459.21,2.62,5.27,137313.22,54545.01,56133.06,148840.67,2.83,0.039,1.06,16.89,19951031,-150740.0,-2.86,-6.39,78.6,30.12,5.6,57229.0
600289,ST信通,软件服务,黑龙江,0.0,5.66,6.31,377784.06,286421.31,42826.46,141070.09,2.24,-0.097,4.96,0.73,20000720,80896.53,1.28,5.1,-408.99,65.71,-7.06,56425.0
002295,精艺股份,铜,广东,34.5,1.95,2.51,159483.44,129937.52,16314.15,62036.88,2.47,0.196,4.51,2.0,20090929,23299.75,0.93,43.98,443.46,4.38,1.26,15511.0
603730,岱美股份,汽车配件,上海,23.07,0.48,4.1,381082.38,285626.47,57010.78,107669.61,2.62,1.53,7.57,4.32,20170728,148395.0,3.62,18.36,30.88,37.05,17.92,21700.0
600435,北方导航,专用机械,北京,346.17,14.89,14.89,492564.91,332342.97,94297.15,8455.25,0.06,0.032,1.41,7.82,20030704,42945.69,0.29,-2.35,10.22,26.66,2.42,144640.0
300699,光威复材,化工原料,山东,89.11,0.92,3.68,317605.81,216531.22,56978.43,159460.25,4.33,0.77,7.04,8.15,20170901,58536.76,1.59,49.87,18.99,49.43,24.98,44907.0
300497,富祥股份,化学制药,江西,29.1,0.59,1.12,172499.45,101269.38,34450.8,42831.87,3.81,1.28,7.99,6.03,20151222,38611.26,3.44,25.34,5.89,38.73,19.82,16634.0
600826,兰生股份,商贸代理,上海,19.09,4.21,4.21,480993.06,276268.81,2436.74,13624.95,0.32,0.685,8.18,1.6,19940204,167911.06,3.99,10.09,-65.71,5.8,8.64,25108.0
000611,天首发展,纺织,内蒙,0.0,3.19,3.22,75417.53,53608.76,3597.43,48295.81,1.5,-0.03,1.64,4.56,19961008,-27566.28,-0.86,83.91,60.67,3.38,-26.25,25093.0
300554,三超新材,矿物制品,江苏,82.4,0.13,0.52,48783.32,33910.75,12251.67,26058.2,5.01,0.88,9.12,9.48,20170421,10747.62,2.07,0.0,0.0,47.15,24.98,4538.0
002477,雏鹰农牧,农业综合,河南,13.85,18.66,31.35,2107225.5,1283241.25,138577.73,57099.53,0.18,0.207,1.79,2.14,20100915,169596.88,0.54,-12.54,-8.21,22.33,17.36,146864.0
603323,吴江银行,银行,江苏,13.43,6.07,14.48,8743300.0,0.0,69565.2,127772.5,0.88,0.44,5.73,1.34,20161129,118775.2,0.82,18.35,9.95,0.0,30.12,30320.0
600319,亚星化学,化工原料,山东,90.71,3.16,3.16,152082.75,61577.21,75649.36,85094.9,2.7,0.084,0.1,74.01,20010326,-118572.57,-3.76,33.78,-0.62,11.27,1.36,14400.0
603088,宁波精达,专用机械,浙江,69.62,0.8,0.8,72430.8,43160.64,18095.28,23585.03,2.95,0.271,6.03,4.17,20141111,14183.8,1.77,36.63,2.86,34.57,9.52,5032.0
002246,北化股份,化工原料,四川,71.76,4.14,5.49,317048.44,179083.22,93909.25,56548.33,1.03,0.13,4.1,2.84,20080605,71554.35,1.3,3.2,-33.17,24.99,4.7,50216.0
002174,游族网络,互联网,福建,29.02,5.77,8.88,663594.75,313398.53,69906.0,93032.38,1.05,0.76,4.56,4.7,20070925,219884.0,2.47,27.89,11.57,52.17,20.27,40169.0
603636,南威软件,软件服务,福建,60.13,5.23,5.27,196449.75,128652.17,16140.47,18034.27,0.34,0.25,2.48,4.74,20141230,40812.71,0.77,72.48,100.15,33.33,12.76,29012.0
600302,标准股份,纺织机械,陕西,0.0,3.46,3.46,165298.23,129208.46,19146.88,34744.48,1.0,-0.002,3.51,1.67,20001213,29154.66,0.84,22.56,97.75,23.47,-0.16,19943.0
002553,南方轴承,汽车配件,江苏,31.91,2.21,3.48,76222.95,41195.46,15325.42,5651.9,0.16,0.184,1.98,3.97,20110225,24055.8,0.69,22.32,6.06,40.69,22.41,21907.0
600747,*ST大控,多元金融,辽宁,46.16,10.64,14.64,237582.34,219704.75,7526.17,99619.9,0.68,0.032,1.36,1.47,19960916,-58221.8,-0.4,-44.45,189.68,1.7,5.41,72257.0
600074,ST保千里,电脑设备,江苏,9.06,10.18,24.38,1057100.63,508550.06,35429.69,73631.88,0.3,0.166,1.97,1.02,19970623,188260.17,0.77,3.7,-34.48,39.58,13.63,101952.0
603716,塞力斯,医药商业,湖北,50.61,0.38,0.71,156939.06,110932.27,20350.38,47051.35,6.6,1.316,13.09,5.09,20161031,36593.44,5.13,46.74,36.17,33.68,10.2,8306.0
600595,中孚实业,铝,河南,43.78,17.42,19.61,2617123.25,596434.25,1171372.25,279307.22,1.42,0.08,2.83,1.44,20020626,14764.3,0.08,-12.91,-20.81,10.21,1.48,105725.0
300585,奥联电子,汽车配件,江苏,42.74,0.84,1.6,62128.11,46551.59,10795.91,12980.03,0.81,0.288,2.72,6.04,20161229,13081.21,0.82,34.54,25.02,39.11,15.59,15157.0
600855,航天长峰,专用机械,北京,463.18,3.3,3.32,192519.67,170064.13,5078.02,26077.32,0.79,0.031,2.64,5.46,19940425,25633.6,0.77,32.72,-82.13,18.94,0.69,46083.0
000633,合金投资,综合类,新疆,0.0,3.85,3.85,97898.99,57148.38,10157.0,4787.01,0.12,-0.049,0.42,19.65,19961112,-33476.35,-0.87,61.85,48.96,19.59,-39.83,24235.0
300641,正丹股份,化工原料,江苏,32.6,0.72,2.88,145087.13,118985.1,17739.67,67049.36,2.33,0.38,4.56,3.2,20170418,30504.65,1.06,0.0,0.0,18.63,10.8,33425.0
600740,山西焦化,焦炭加工,山西,218.61,6.57,14.32,1127389.75,505805.41,370160.5,225612.02,1.58,0.07,2.73,3.87,19960808,-115483.97,-0.81,75.76,268.4,9.55,1.21,77214.0
002094,青岛金王,日用化工,山东,16.43,3.52,3.93,465394.41,262066.67,16935.39,108215.42,2.76,1.01,6.36,3.35,20061215,92630.38,2.36,97.82,232.46,18.78,11.78,20911.0
600259,广晟有色,小金属,海南,471.56,2.62,3.02,435120.91,336046.5,30547.89,209621.27,6.95,0.068,6.47,4.94,20000525,-47497.62,-1.57,32.03,-22.19,5.7,0.37,49300.0
601966,玲珑轮胎,汽车配件,山东,21.47,3.94,12.0,1858668.38,732117.25,947561.13,266548.47,2.22,0.6,7.01,2.45,20160706,413867.38,3.45,39.09,-7.29,22.61,6.98,82159.0
600582,天地科技,工程机械,北京,18.98,41.39,41.39,3642471.5,2666308.0,415891.31,127579.63,0.31,0.228,3.62,1.19,20020515,912123.19,2.2,18.87,1.09,33.09,6.13,59274.0
000622,恒立实业,汽车配件,湖南,0.0,4.25,4.25,40348.48,37888.4,2169.29,18291.42,0.43,-0.028,0.45,9.68,19961107,-41970.4,-0.99,20.8,37.45,11.86,-33.66,20489.0
600933,爱柯迪,汽车配件,浙江,23.62,1.38,8.45,287977.84,135828.06,89258.43,49523.55,0.59,0.415,2.86,4.57,20171117,72349.85,0.86,0.0,0.0,39.89,22.38,119368.0
600010,包钢股份,普钢,内蒙,52.99,220.39,455.85,14440730.0,3761919.25,6311459.0,139903.02,0.03,0.031,1.07,2.04,20010309,57339.48,0.01,74.39,497.81,15.15,4.03,505738.0
601985,中国核电,新型电力,北京,18.94,42.3,155.65,30007324.0,3580816.75,13257580.0,1289492.0,0.83,0.264,2.77,2.4,20150610,1258035.38,0.81,15.51,9.11,42.22,16.19,534567.0
002149,西部材料,小金属,陕西,79.36,4.25,4.25,385303.66,207073.13,123165.51,126198.5,2.97,0.084,4.17,2.13,20070810,2563.66,0.06,9.71,322.68,20.67,3.55,35690.0
002274,华昌化工,农药化肥,江苏,171.83,4.9,6.35,601275.31,134500.22,319938.09,154951.23,2.44,0.029,4.15,1.61,20080925,19684.7,0.31,35.0,12.61,9.17,0.49,31340.0
300397,天和防务,通信设备,陕西,113.38,1.55,2.4,151280.75,86301.34,36430.18,52742.46,2.2,0.118,5.09,3.51,20140910,38999.8,1.62,81.8,157.78,42.21,11.57,24495.0
600821,津劝业,百货,天津,0.0,4.16,4.16,165848.72,14453.8,73711.78,17866.24,0.43,-0.31,0.9,7.43,19940128,-31635.06,-0.76,-27.52,-4396.27,21.92,-87.08,35673.0
000609,中迪投资,区域地产,北京,16.41,2.69,2.99,176315.77,152895.02,758.62,8702.03,0.29,0.42,5.21,1.72,19961010,107682.07,3.6,3836.63,-2.11,31.2,50.95,24178.0
002040,南 京 港,港口,江苏,42.2,3.07,3.72,478914.81,74329.43,222776.55,165035.59,4.43,0.2,6.4,1.76,20050325,30153.41,0.81,253.0,250.33,47.74,15.44,33258.0
603012,创力集团,专用机械,上海,31.41,6.37,6.37,377980.84,281771.38,34060.3,86021.21,1.35,0.161,3.94,1.71,20150320,91041.53,1.43,40.47,22.88,36.31,11.65,32489.0
300149,量子高科,食品,广东,132.74,4.05,4.22,104317.71,50734.03,15429.04,8525.07,0.2,0.137,1.92,9.46,20101222,26188.6,0.62,6.46,-11.04,45.62,20.99,18000.0
600531,豫光金铅,铅锌,河南,25.54,10.9,10.9,1085826.38,813800.69,203410.84,144592.2,1.33,0.267,2.99,2.28,20020730,57402.07,0.53,28.63,65.05,6.19,1.67,97730.0
002102,冠福股份,化学制药,福建,63.26,19.92,26.34,809820.13,286328.31,99270.85,166130.77,0.63,0.054,2.02,2.26,20061229,71596.56,0.27,768.16,16.74,5.32,2.28,85202.0
000159,国际实业,石油贸易,新疆,0.0,4.81,4.81,303786.91,190377.59,36014.4,37415.17,0.78,-0.138,4.33,1.06,20000926,112206.38,2.33,-32.11,-288.27,11.45,-18.67,58748.0
002817,黄山胶囊,化学制药,安徽,47.59,0.42,0.87,73444.46,47503.28,20118.35,29768.86,3.43,0.437,7.59,3.65,20161025,24442.53,2.82,2.56,-12.82,36.95,17.86,17689.0
600973,宝胜股份,电气设备,江苏,65.47,8.95,12.22,1471578.13,1024303.88,283914.81,124340.3,1.02,0.071,2.98,1.55,20040802,101147.05,0.83,36.79,-67.54,5.88,0.42,37663.0
002588,史丹利,农药化肥,山东,25.21,7.07,11.57,688598.44,345314.09,198178.88,29956.26,0.26,0.207,3.6,1.93,20110610,244708.38,2.11,-15.6,-48.27,20.96,6.09,50137.0
002760,凤形股份,机械基件,安徽,0.0,0.46,0.88,100701.05,45517.85,38650.98,23660.35,2.69,-0.165,6.28,3.69,20150611,19765.68,2.25,38.35,-230.48,15.17,-5.26,10393.0
600403,*ST大有,煤炭开采,河南,23.09,23.91,23.91,1644093.63,687563.88,704644.88,32854.75,0.14,0.201,2.94,1.58,20031009,370916.44,1.55,31.91,124.48,35.97,7.03,21839.0
002214,大立科技,电器仪表,浙江,89.77,3.64,4.59,141503.69,110348.3,9025.85,19816.56,0.43,0.059,2.16,3.25,20080218,29078.89,0.63,-13.58,-6.57,53.08,11.76,38660.0
600908,无锡银行,银行,江苏,13.11,8.04,18.48,13712491.0,0.0,91897.7,95487.3,0.52,0.538,5.01,1.41,20160923,47237.4,0.26,13.08,11.45,0.0,34.89,68064.0
603979,金诚信,建筑施工,北京,24.8,2.43,5.85,523820.16,398149.34,86226.92,160514.19,2.74,0.285,6.5,1.45,20150630,142488.25,2.44,-2.57,1.21,25.66,9.44,34955.0
600979,广安爱众,水力发电,四川,16.29,7.18,9.48,775642.75,164181.67,472836.69,182561.95,1.93,0.217,3.62,1.3,20040906,58204.57,0.61,13.23,22.0,32.63,13.9,53956.0
603663,三祥新材,矿物制品,福建,47.54,0.49,1.36,57359.58,34875.3,8227.92,15695.38,1.16,0.4,3.49,5.43,20160801,14986.55,1.1,46.88,37.31,27.77,13.24,16571.0
002024,苏宁易购,电器连锁,江苏,31.38,50.49,93.1,15727669.0,8038279.0,1437307.38,3598048.75,3.86,0.452,8.48,1.67,20040721,2003398.75,2.15,26.48,498.02,14.1,2.24,349296.0
603517,绝味食品,食品,湖南,28.98,1.64,4.1,321663.97,183053.3,52736.16,76670.93,1.87,0.96,6.28,5.67,20170317,121224.11,2.96,19.07,38.42,35.43,13.07,19175.0
600146,商赢环球,塑料,宁夏,128.61,2.0,4.7,456420.16,264133.63,8890.8,258428.75,5.5,0.152,6.19,4.22,19990707,-13867.02,-0.3,22127.36,528.29,34.78,5.0,36332.0
000016,深康佳Ａ,家用电器,深圳,3.39,15.97,24.08,2355873.5,1889113.75,158717.02,10473.21,0.04,2.1,3.32,2.14,19920327,426012.56,1.77,53.84,5185.74,11.01,16.19,88164.0
600681,百川能源,供气供热,湖北,24.28,3.27,10.32,492786.59,269466.75,87954.61,50218.23,0.49,0.39,2.64,4.5,19931018,133547.2,1.29,54.16,32.84,42.48,24.51,18697.0
002475,立讯精密,元器件,深圳,52.67,31.62,31.73,2417419.25,1541855.88,536316.94,455836.19,1.44,0.341,4.02,5.96,20100915,426315.75,1.34,65.14,58.98,21.87,7.79,28845.0
300679,电连技术,元器件,深圳,28.35,0.3,1.2,329440.88,281085.16,34557.31,225825.5,18.82,2.84,25.92,3.34,20170731,59821.28,4.99,0.0,0.0,47.23,26.21,23866.0
603926,铁流股份,汽车配件,浙江,26.73,0.3,1.2,143241.22,105450.75,23937.82,57120.42,4.76,1.02,9.74,2.5,20170510,40388.53,3.37,17.66,-2.43,31.62,12.82,13800.0
002023,海特高新,航空,四川,217.33,6.59,7.57,624622.69,210123.5,232257.47,188556.48,2.49,0.045,4.61,2.14,20040721,51384.26,0.68,-13.88,-15.7,41.44,8.07,83208.0
600166,福田汽车,汽车整车,北京,89.33,66.7,66.7,6057930.0,2870912.0,1177557.88,783993.44,1.18,0.021,2.85,0.87,19980602,241464.77,0.36,22.17,-40.4,14.09,0.38,180000.0
600184,光电股份,专用机械,湖北,325.21,4.19,5.09,355971.41,227658.2,53263.45,135505.34,2.66,0.04,4.43,3.94,20031106,33990.8,0.67,10.92,168.31,17.51,2.5,25481.0
601098,中南传媒,出版业,湖南,14.46,17.96,17.96,1940032.63,1681232.38,127450.21,440594.0,2.45,0.656,7.22,1.75,20101028,603740.94,3.36,0.19,0.05,43.2,16.93,39168.0
603758,秦安股份,汽车配件,重庆,27.0,0.6,4.39,263812.34,129939.22,86446.96,73118.68,1.67,0.39,5.53,2.32,20170517,116821.51,2.66,0.0,0.0,27.94,16.35,26261.0
300101,振芯科技,通信设备,四川,327.16,5.49,5.56,127721.57,92606.06,7762.3,4757.45,0.09,0.055,1.56,11.55,20100806,23735.22,0.43,1.06,-23.67,49.94,6.92,51840.0
002563,森马服饰,服饰,浙江,20.73,18.39,26.89,1327457.75,900385.63,109244.81,252265.16,0.94,0.376,3.75,2.77,20110311,391932.16,1.46,12.89,1.01,38.75,12.58,32209.0
000687,华讯方舟,通信设备,河北,114.7,5.31,7.66,384493.88,243093.22,5092.0,89233.81,1.16,0.068,1.83,5.73,19970221,-20679.42,-0.27,-12.1,-56.89,30.1,4.99,70068.0
600196,复星医药,化学制药,上海,35.87,19.1,24.95,6197101.0,1505648.75,655600.44,907826.81,3.64,1.27,10.15,4.43,19980807,1111156.5,4.45,26.69,11.36,58.94,16.86,91300.0
300423,鲁亿通,电气设备,山东,194.98,0.69,1.6,67273.05,50813.35,7034.06,24560.9,1.53,0.15,4.26,6.21,20150217,17972.22,1.12,27.77,16.45,31.2,8.61,9246.0
300247,乐金健康,医疗保健,安徽,63.84,5.77,8.05,292972.84,136576.13,29104.85,134617.52,1.67,0.062,2.94,1.81,20110729,27830.19,0.35,137.06,52.15,28.82,6.63,58315.0
002867,周大生,服饰,深圳,30.33,0.77,4.85,398127.75,377068.34,2904.21,168157.56,3.46,0.92,7.08,4.89,20170427,88235.65,1.82,0.0,0.0,33.08,15.33,54389.0
600749,西藏旅游,旅游景点,西藏,0.0,1.89,2.27,138206.92,12737.12,59091.41,43987.94,1.94,-0.08,2.77,5.78,19961015,-11068.94,-0.49,11.44,40.31,45.56,-12.27,18922.0
600332,白云山,中成药,广东,23.25,10.71,16.26,2831471.25,2150455.5,208224.45,987517.81,6.07,1.268,11.61,2.54,20010206,628599.63,3.87,4.58,36.71,37.66,9.84,65632.0
603377,东方时尚,汽车服务,北京,67.23,1.18,4.2,315959.22,97766.02,57856.26,75599.93,1.8,0.559,4.14,9.08,20160205,39043.4,0.93,1.53,-4.47,53.69,20.03,6965.0
002001,新 和 成,化学制药,浙江,34.19,10.73,12.64,1199863.75,590514.81,443225.41,72048.78,0.57,0.83,11.04,2.94,20040625,592201.69,4.69,19.57,6.59,42.78,22.02,43000.0
603000,人民网,互联网,北京,563.82,11.06,11.06,351194.44,237426.47,14659.5,74500.5,0.67,0.015,2.46,4.46,20120427,69454.3,0.63,0.32,-78.54,34.99,1.76,62663.0
600249,两面针,日用化工,广西,0.0,5.5,5.5,270565.91,78854.9,92035.86,85739.86,1.56,-0.262,3.38,1.63,20040130,4198.87,0.08,-5.74,-635.26,19.67,-9.78,61200.0
600926,杭州银行,银行,浙江,8.34,14.66,36.64,79777160.0,0.0,135591.91,1033264.13,2.82,1.0,11.43,0.97,20161027,1552613.25,4.24,-44.32,9.2,0.0,35.91,78326.0
300362,天翔环境,环境保护,四川,43.58,1.91,4.37,476684.91,317124.75,57732.63,122050.77,2.79,0.192,4.22,2.65,20140121,32624.96,0.75,40.07,42.46,41.49,10.71,15978.0
600857,宁波中百,百货,浙江,66.8,2.24,2.24,83979.4,47918.76,11677.98,6507.8,0.29,0.126,2.9,3.86,19940425,29698.71,1.32,9.04,-14.25,13.16,4.08,15517.0
600790,轻纺城,商品城,浙江,15.41,10.47,10.47,873771.31,117253.36,20357.75,150655.81,1.44,0.364,4.7,1.19,19970228,136228.56,1.3,3.75,2.14,63.31,41.16,40563.0
603321,梅轮电梯,运输设备,浙江,40.79,0.77,3.07,148733.13,114447.96,20439.25,34486.31,1.12,0.27,3.22,3.49,20170915,30271.75,0.99,0.0,0.0,30.2,11.45,59312.0
000889,茂业通信,通信设备,河北,37.14,6.22,6.22,306987.81,119694.05,7397.52,110461.8,1.78,0.285,4.2,3.37,19971218,79402.68,1.28,7.86,2.74,23.88,12.63,25360.0
300519,新光药业,中成药,浙江,36.14,0.99,1.6,73183.8,59036.48,3749.75,16128.9,1.01,0.469,4.22,5.36,20160624,30582.18,1.91,-3.07,-11.14,61.17,33.71,14556.0
600726,华电能源,火力发电,黑龙江,0.0,15.35,19.67,2537971.75,362184.72,1781371.25,168877.69,0.86,-0.202,1.53,1.86,19960701,-84161.65,-0.43,5.1,-256.06,5.4,-6.37,198812.0
603159,上海亚虹,专用机械,上海,53.55,0.25,1.0,54314.96,32357.6,16865.92,12207.2,1.22,0.32,3.83,5.97,20160812,14522.45,1.45,30.61,17.4,21.1,7.43,14968.0
002411,必康股份,化学制药,江苏,47.83,2.87,15.32,2002614.75,777911.94,122185.02,489595.06,3.2,0.405,5.75,4.49,20100525,174530.38,1.14,23.75,-9.96,37.22,18.86,15444.0
002608,江苏国信,火力发电,江苏,14.9,5.37,32.53,4384478.5,593603.69,2381168.0,1310714.0,4.03,0.435,5.19,1.66,20110810,-346383.97,-1.06,15.27,19.44,13.35,10.22,29171.0
300212,易华录,软件服务,北京,115.56,3.05,3.76,856252.88,654492.88,34658.87,156907.81,4.18,0.23,7.32,4.76,20110505,60117.93,1.6,22.55,2.53,29.68,5.04,22389.0
600429,三元股份,乳制品,北京,53.22,8.85,14.98,783433.69,388873.06,242771.55,331037.34,2.21,0.082,3.25,1.8,20030915,-4298.99,-0.03,8.23,-41.21,31.3,2.63,32773.0
000957,中通客车,汽车整车,山东,32.31,4.77,5.93,1080451.13,906956.63,114746.15,47752.87,0.81,0.206,4.58,1.94,20000113,141934.05,2.39,-22.68,-73.22,14.45,2.71,71560.0
000898,鞍钢股份,普钢,辽宁,7.63,61.49,72.35,8920400.0,2857600.0,4800600.0,3151900.0,4.36,0.775,6.91,0.86,19971225,760400.0,1.05,45.66,246.84,13.72,6.65,107225.0
002269,美邦服饰,服饰,上海,0.0,25.13,25.13,649791.06,387477.31,141313.02,16147.35,0.06,-0.049,1.2,2.49,20080828,-16129.59,-0.06,-5.69,19.34,48.09,-2.8,79029.0
002418,康盛股份,机械基件,浙江,40.6,5.54,11.36,926886.13,450917.5,90061.65,36976.21,0.33,0.166,1.98,4.55,20100601,66676.35,0.59,22.45,24.4,21.01,7.72,25831.0
000043,中航地产,全国地产,深圳,40.3,6.67,6.67,1911409.75,1110132.25,62965.8,54492.05,0.82,0.226,6.26,1.45,19940928,265461.97,3.98,-6.88,-6.74,21.23,2.56,23076.0
002631,德尔未来,家居用品,江苏,69.27,6.46,6.5,223681.59,119860.55,45882.34,12404.7,0.19,0.132,2.38,3.84,20111111,69000.25,1.06,41.42,-55.17,32.34,5.35,47360.0
600766,园城黄金,黄金,山东,572.92,2.24,2.24,16780.9,10903.94,867.97,23708.78,1.06,0.012,0.25,36.33,19961028,-39873.14,-1.78,-2.33,-26.12,96.41,33.37,16516.0
603113,金能科技,化工原料,山东,15.54,0.77,6.76,546696.06,287091.03,171670.19,178419.38,2.64,0.95,5.59,3.29,20170511,121673.02,1.8,0.0,0.0,19.35,12.36,28187.0
300263,隆华节能,专用机械,河南,86.06,5.15,8.82,356333.81,197036.61,32554.35,99141.56,1.12,0.053,2.78,2.2,20110916,53133.05,0.6,22.05,18.69,24.71,6.2,40022.0
000880,潍柴重机,机械基件,山东,108.65,1.35,2.76,361632.94,149050.02,121573.52,59921.86,2.17,0.085,4.82,1.92,19980402,37763.2,1.37,13.31,19.44,14.4,1.19,20549.0
000678,襄阳轴承,机械基件,湖北,303.01,4.29,4.6,269667.38,107764.72,102053.55,77028.1,1.68,0.015,2.7,2.31,19970106,-6264.18,-0.14,7.78,320.58,12.09,0.6,39359.0
002051,中工国际,建筑施工,北京,15.28,11.08,11.13,1682425.75,1349606.88,162333.56,181940.27,1.64,0.767,6.91,2.26,20060619,419017.25,3.77,24.8,19.89,27.59,13.69,37748.0
600178,东安动力,汽车配件,黑龙江,47.64,4.62,4.62,356479.56,144288.77,32041.02,85990.03,1.86,0.099,4.07,1.54,19981014,30873.08,0.67,-27.04,-36.46,12.75,3.53,46575.0
600983,惠而浦,家用电器,安徽,0.0,5.33,7.66,840521.81,562052.13,89204.96,124090.11,1.62,-0.074,5.13,1.23,20040727,165225.23,2.16,-3.57,-123.43,19.28,-1.15,27318.0
000756,新华制药,化学制药,山东,29.1,3.07,4.78,527364.69,200998.94,215290.55,72845.03,1.52,0.45,5.18,2.46,19970806,83832.53,1.75,12.47,71.42,28.08,4.64,23313.0
002006,精功科技,专用机械,浙江,73.1,4.55,4.55,167352.67,110668.86,28843.27,26953.47,0.59,0.066,2.24,2.89,20040625,13934.0,0.31,-0.49,-42.59,26.67,5.44,44046.0
000818,方大化工,化工原料,辽宁,35.11,6.9,6.92,380224.22,84503.46,138378.41,129306.9,1.87,0.369,3.61,3.59,19971017,43049.51,0.62,30.52,128.01,22.56,7.51,32500.0
600768,宁波富邦,铝,浙江,24.67,1.34,1.34,57592.07,33794.56,16446.65,404.11,0.03,0.528,1.01,12.91,19961111,-1636.78,-0.12,6.32,285.8,2.31,8.78,10637.0
002189,利达光电,元器件,河南,149.19,1.99,1.99,91798.42,53013.69,32434.03,18514.51,0.93,0.11,2.78,5.85,20071203,14644.25,0.74,10.74,25.59,16.17,2.38,32488.0
002318,久立特材,特种钢,浙江,38.21,8.16,8.42,395430.19,202790.06,162312.97,67242.1,0.8,0.128,3.17,2.06,20091211,103015.95,1.22,-1.69,0.91,21.62,5.41,57259.0
002862,实丰文化,文教休闲,广东,48.63,0.2,0.8,58805.38,37606.35,8604.51,30780.23,3.85,0.59,6.77,3.89,20170411,13683.19,1.71,7.74,8.29,26.83,9.94,7470.0
002101,广东鸿图,机械基件,广东,18.47,2.48,3.55,779729.63,349246.16,189736.06,301093.91,8.49,0.78,12.07,1.37,20061229,83197.67,2.35,88.3,101.4,24.94,6.77,15986.0
601019,山东出版,出版业,山东,16.15,2.67,20.87,1068312.38,725092.69,163901.67,-16731.32,-0.08,0.462,3.12,3.19,20171122,384289.41,1.84,0.0,0.0,35.41,15.33,245615.0
002227,奥 特 迅,电气设备,深圳,1639.2,2.19,2.21,101520.32,68013.03,17090.47,31328.23,1.42,0.008,3.6,4.62,20080506,20003.7,0.91,-9.56,120.06,42.97,0.78,36039.0
300153,科泰电源,电气设备,上海,117.32,3.2,3.2,149953.31,104992.72,15412.4,49463.78,1.55,0.064,3.01,3.34,20101229,11664.03,0.36,42.49,41.44,19.54,2.57,40942.0
002120,韵达股份,仓储物流,浙江,36.36,0.97,12.17,782582.56,366181.44,254571.02,42115.82,0.35,0.966,3.95,11.86,20070306,295288.06,2.43,40.39,38.38,30.81,17.2,9012.0
000008,神州高铁,运输设备,北京,116.33,25.58,28.18,947199.19,501960.81,21886.4,288451.72,1.02,0.043,2.22,3.03,19920507,76263.9,0.27,-2.8,-43.79,50.06,12.45,64328.0
002522,浙江众成,塑料,浙江,104.68,8.33,9.06,268768.09,112864.47,89596.92,64048.2,0.71,0.073,2.0,5.08,20101210,19696.15,0.22,22.16,-11.36,34.67,14.21,40000.0
603619,中曼石油,石油开采,上海,33.27,0.4,4.0,400210.31,244724.47,120008.07,102862.55,2.57,0.843,6.18,6.05,20171117,96456.88,2.41,0.0,0.0,48.92,25.31,38847.0
002166,莱茵生物,中成药,广西,21.68,3.49,4.37,289695.06,204744.61,57130.8,26166.93,0.6,0.471,2.4,4.25,20070913,31954.35,0.73,40.22,195.62,26.67,25.7,61090.0
600889,南京化纤,化纤,江苏,0.0,3.07,3.07,184537.11,70843.02,85511.84,22740.7,0.74,-0.987,3.71,1.84,19960308,37847.3,1.23,-3.47,-433.53,11.16,-18.85,28312.0
002307,北新路桥,建筑施工,新疆,139.41,5.57,5.61,1807590.63,1128529.88,49168.37,85241.9,1.52,0.06,3.32,3.09,20091111,37385.71,0.67,57.78,18.17,9.27,0.57,99811.0
002652,扬子新材,其他建材,江苏,43.59,4.32,5.12,306639.88,217055.09,55468.28,848.67,0.02,0.118,1.41,4.83,20120119,16793.75,0.33,64.42,-2.32,13.89,2.83,19747.0
300700,岱勒新材,矿物制品,湖南,51.16,0.21,0.82,99341.38,68426.93,21757.22,23927.61,2.9,1.66,6.47,10.68,20170912,19021.22,2.31,134.82,183.33,48.56,25.57,12100.0
002560,通达股份,电气设备,河南,210.63,2.75,4.29,251777.22,139461.59,25431.01,70539.8,1.64,0.025,3.53,1.97,20110303,36524.92,0.85,0.47,-84.65,8.55,0.9,33968.0
601599,鹿港文化,影视音像,江苏,48.01,8.73,8.94,634654.69,440600.84,89293.17,129238.63,1.45,0.109,3.02,2.3,20110527,50101.32,0.56,15.17,-13.98,16.41,3.74,41992.0
603196,日播时尚,服饰,上海,41.72,0.6,2.4,109282.15,79422.81,12476.71,38313.35,1.6,0.22,3.75,2.79,20170531,23447.15,0.98,0.0,0.0,61.82,6.29,22904.0
601689,拓普集团,汽车配件,浙江,20.77,1.71,7.28,926488.63,634339.19,150264.61,373692.38,5.14,0.81,8.64,2.43,20150319,160352.63,2.2,34.89,30.07,29.24,15.57,23672.0
000839,中信国安,综合类,北京,83.38,39.19,39.2,1639215.38,537699.63,27358.1,101416.63,0.26,0.063,1.74,4.05,19971031,136113.06,0.35,22.89,13.2,20.49,7.73,252153.0
002043,兔 宝 宝,其他建材,浙江,26.29,7.16,8.62,254564.45,171610.95,23015.89,60469.76,0.7,0.31,2.11,5.0,20050510,47799.0,0.55,64.85,46.01,17.16,8.8,72461.0
